protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
20	A0A5F8MPX4|Q66GT5	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1|Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1	PTPMT1	28570.8|22099.6	5.45022	0.00229978	38	72	3	2	3	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
21	P50427	Steryl-sulfatase OS=Mus musculus OX=10090 GN=Sts PE=1 SV=1	STS	67232.9	5.46122	0.0	76	223	6	4	0	4	4	LIGHT	1.48302e+06	0.0	1.0	0.0	0.0	0.0
22	P59708	Splicing factor 3B subunit 6 OS=Mus musculus OX=10090 GN=Sf3b6 PE=1 SV=1	SF3B6	14689.6	6.42887	0.0	65	301	33	7	8	6	5	LIGHT	2.19502e+07	4.86773e+06	1.0	0.219609	0.0	0.0414475
23	E9PYR1|F8VQK6	F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1|F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1	FBXL18	85911.9|79076.7	5.86083	0.0	88	567	25	14	8	8	8	LIGHT	1.10382e+07	2.70349e+06	1.0	0.245925	0.0	0.175085
24	F8VQK3	Guanylate cyclase 1, soluble, alpha 2 OS=Mus musculus OX=10090 GN=Gucy1a2 PE=1 SV=1	GUCY1A2	82918.7	5.07275	0.0	53	100	2	2	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
25	A0A1Y7VLZ7|E9Q7E9|Q3V3Q7	Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=2	PACS2	99185.1|98930.0|95671.2	5.40135	0.0	87	232	6	3	1	3	3	LIGHT	1.78204e+06	0.0	1.0	0.0	0.0	0.0
26	Q9D516	Coiled-coil domain-containing protein 130 OS=Mus musculus OX=10090 GN=Ccdc130 PE=2 SV=1	CCDC130	44308.9	5.59579	0.0122872	30	59	2	1	1	1	1	LIGHT	764142.0	0.0	1.0	0.0	0.0	0.0
27	Q9D517	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus OX=10090 GN=Agpat3 PE=1 SV=2	AGPAT3	43951.8	5.65518	0.000154226	52	196	5	5	4	1	1	LIGHT	792904.0	189188.0	1.0	0.238601	0.0	0.0
28	Q8K2M0	39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2	MRPL38	45286.8	5.52585	0.0	88	422	22	9	10	3	3	LIGHT	5.50693e+06	1.46283e+06	1.0	0.27468	0.0	0.0289644
29	A0A2R8VHX5|Q8VD12|Q8VD12-2	Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Zfp385a PE=1 SV=1|Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a PE=1 SV=2|Isoform 2 of Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a	ZFP385A|ZNF385A	36600.3|40763.5|38653.3	5.16521	0.0002918	47	144	9	4	2	1	1	LIGHT	535630.0	309322.0	1.0	0.577492	0.0	0.0
30	A0A286YDN1|Q8VC03	Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1|Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1	EML3	96746.0|96833.1	5.66266	0.0	113	486	12	7	5	2	2	LIGHT	1.80979e+06	468431.0	1.0	0.26935	0.0	0.0446207
31	Q8BGW1	Alpha-ketoglutarate-dependent dioxygenase FTO OS=Mus musculus OX=10090 GN=Fto PE=1 SV=1	FTO	58825.0	6.44647	0.0	102	841	36	17	8	13	13	LIGHT	3.96439e+07	1.49864e+07	1.0	0.317236	0.0	0.596532
32	Q3U3I9	Zinc finger protein 865 OS=Mus musculus OX=10090 GN=Znf865 PE=2 SV=1	ZNF865	114284.0	5.9042	0.0	71	290	7	6	6	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
33	A2AB83|Q99PQ2|Q99PQ2-2	E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11 PE=1 SV=1|E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11 PE=1 SV=1|Isoform 2 of E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11	TRIM11	29742.6|53629.7|55533.6	5.52305	0.000294421	48	48	2	1	0	1	1	LIGHT	431546.0	276360.0	1.0	0.640396	0.0	0.0
34	A0A1B0GRI2	Zinc finger protein OS=Mus musculus OX=10090 GN=Gm35315 PE=4 SV=1	GM35315	68236.6	6.40046	0.0	70	302	55	1	17	1	1	LIGHT	4.46113e+06	1.80737e+06	1.0	0.405137	0.0	0.0
35	Q61037-6	Isoform E of Tuberin OS=Mus musculus OX=10090 GN=Tsc2	TSC2	200955.0	5.59945	0.0	88	930	36	20	23	5	4	LIGHT	4.37562e+06	1.41833e+06	1.0	0.305067	0.0	0.0837961
36	Q9QZD4	DNA repair endonuclease XPF OS=Mus musculus OX=10090 GN=Ercc4 PE=1 SV=3	ERCC4	104651.0	5.53298	0.000300978	50	360	12	10	7	3	3	LIGHT	2.06931e+06	537229.0	1.0	0.175792	0.0	0.666235
37	Q9QZD9	Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	EIF3I	36836.7	7.49104	0.0	122	843	71	13	18	21	12	LIGHT	3.74028e+08	1.72359e+08	1.0	0.169901	0.0	0.322725
38	Q9QZD8	Mitochondrial dicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a10 PE=1 SV=2	SLC25A10	32150.3	6.26088	0.0	71	416	22	10	8	8	7	LIGHT	2.08672e+07	4.4171e+06	1.0	0.1856	0.0	0.145729
39	A0A3Q4EGS7|Q3TN06|Q6TYB5	Fasciculation and elongation protein zeta-2 OS=Mus musculus OX=10090 GN=Fez2 PE=1 SV=1|Fasciculation and elongation protein zeta-2 OS=Mus musculus OX=10090 GN=Fez2 PE=1 SV=1|Fasciculation and elongation protein zeta-2 OS=Mus musculus OX=10090 GN=Fez2 PE=2 SV=1	FEZ2	37397.2|39034.1|39361.2	5.19502	0.00177015	39	61	2	2	1	1	1	LIGHT	302318.0	119778.0	1.0	0.396199	0.0	0.0
40	E9PZM4	Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1	CHD2	211644.0	5.57408	0.0	89	1027	44	11	23	5	5	LIGHT	2.32642e+06	651974.0	1.0	0.238747	0.0	0.156922
41	A0A2I3BQU5|E9PZM7	SR-related CTD-associated factor 11 OS=Mus musculus OX=10090 GN=Scaf11 PE=1 SV=1|SR-related CTD-associated factor 11 OS=Mus musculus OX=10090 GN=Scaf11 PE=1 SV=1	SCAF11	155969.0|163939.0	6.14164	0.0	103	793	33	13	15	6	6	LIGHT	1.84085e+07	4.3538e+06	1.0	0.220235	0.0	0.126344
42	Q91YI0	Argininosuccinate lyase OS=Mus musculus OX=10090 GN=Asl PE=1 SV=1	ASL	51877.6	6.40334	0.0	76	869	41	17	20	10	10	LIGHT	4.41896e+07	6.11203e+06	1.0	0.120836	0.0	0.0829035
43	Q69Z99	Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Znf512 PE=2 SV=2	ZNF512	64950.8	5.60504	0.0	120	928	36	1	23	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
44	Q5NCY0	Lysine-specific demethylase 6B OS=Mus musculus OX=10090 GN=Kdm6b PE=1 SV=1	KDM6B	177899.0	5.64329	0.0	78	691	25	15	10	9	9	LIGHT	4.52873e+06	3.13704e+06	1.0	0.69614	0.0	0.240291
45	E9QKC6|Q3UHH4|Q9ESN6	Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1	TRIM2	85349.9|84347.4|82420.5	4.78376	0.0	65	298	8	5	6	1	1	LIGHT	136579.0	0.0	1.0	0.0	0.0	0.0
46	Q8BTU1	Cilia- and flagella-associated protein 20 OS=Mus musculus OX=10090 GN=Cfap20 PE=1 SV=1	CFAP20	22905.0	6.24065	0.0	66	134	5	3	1	4	3	LIGHT	1.40945e+07	3.25155e+06	1.0	0.196336	0.0	0.397002
47	Q8BTU7	RCC1 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rccd1 PE=2 SV=2	RCCD1	41192.1	5.39763	0.000425713	44	44	1	1	0	1	1	LIGHT	352716.0	0.0	1.0	0.0	0.0	0.0
48	Q9D5T0	ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1	ATAD1	41060.1	6.51392	0.0	53	358	23	10	5	10	9	LIGHT	3.35103e+07	1.25005e+07	1.0	0.333525	0.0	0.152278
49	Q6P5B0	RRP12-like protein OS=Mus musculus OX=10090 GN=Rrp12 PE=1 SV=1	RRP12	144295.0	6.92487	0.0	110	2047	103	41	34	34	31	LIGHT	2.41288e+08	3.73558e+07	1.0	0.119366	0.0	0.460143
50	Q6P5B5	Fragile X mental retardation syndrome-related protein 2 OS=Mus musculus OX=10090 GN=Fxr2 PE=1 SV=1	FXR2	74550.2	6.53126	0.0	130	1230	54	16	25	7	7	LIGHT	2.46833e+07	5.19274e+06	1.0	0.181225	0.0	0.116455
51	P27467	Protein Wnt-3a OS=Mus musculus OX=10090 GN=Wnt3a PE=1 SV=1	WNT3A	40657.2	5.40685	0.000152346	51	103	3	3	1	2	2	LIGHT	375621.0	809331.0	1.0	2.09357	0.0	0.723179
52	Q8BGH2	Sorting and assembly machinery component 50 homolog OS=Mus musculus OX=10090 GN=Samm50 PE=1 SV=1	SAMM50	52230.4	6.37136	0.0	79	716	29	17	11	9	9	LIGHT	2.40385e+07	3.51889e+06	1.0	0.154065	0.0	0.0802109
53	A0A1D5RLF1|Q8BGH4	Receptor expression-enhancing protein OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1|Receptor expression-enhancing protein 1 OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1	REEP1	32213.3|22384.4	5.27632	0.0	60	126	9	3	4	1	1	LIGHT	283352.0	189226.0	1.0	0.667811	0.0	0.0
54	Q8BGH7	CDC42 small effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42se2 PE=1 SV=1	CDC42SE2	9388.41	5.81337	0.0	74	102	12	2	5	1	1	LIGHT	1.65058e+06	685786.0	1.0	0.415482	0.0	0.0
55	Q3UMG6	Nucleoside diphosphate kinase 7 OS=Mus musculus OX=10090 GN=Nme7 PE=1 SV=1	NME7	45033.5	6.20829	0.0	80	657	30	15	6	13	12	LIGHT	2.24869e+07	8.22493e+06	1.0	0.367857	0.0	0.204682
56	D3YUP8|Q8VEK6	Inhibitor of growth protein OS=Mus musculus OX=10090 GN=Ing3 PE=1 SV=1|Inhibitor of growth protein 3 OS=Mus musculus OX=10090 GN=Ing3 PE=1 SV=2	ING3	46097.9|47387.5	5.46885	0.0	119	448	14	8	6	2	2	LIGHT	1.7057e+06	633470.0	1.0	0.380069	0.0	0.101212
57	D3Z118|D3Z119|D3Z376|P97411|P97411-2|S4R217	Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=1|Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=1|Islet cell autoantigen 1 (Fragment) OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=1|Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=3|Isoform 2 of Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1|Islet cell autoantigen 1 OS=Mus musculus OX=10090 GN=Ica1 PE=1 SV=1	ICA1	53467.5|36380.3|32995.7|54860.2|52783.3|35996.2	5.36117	0.0	90	158	3	3	2	1	1	LIGHT	474771.0	145430.0	1.0	0.306315	0.0	0.0
58	Q8VEK0	Cell cycle control protein 50A OS=Mus musculus OX=10090 GN=Tmem30a PE=1 SV=1	TMEM30A	41377.0	5.86651	0.0	103	357	11	5	4	1	1	LIGHT	1.16419e+06	508353.0	1.0	0.436659	0.0	0.0
59	Q9Z1Z0	General vesicular transport factor p115 OS=Mus musculus OX=10090 GN=Uso1 PE=1 SV=2	USO1	108000.0	6.63823	0.0	101	1790	86	32	23	27	23	LIGHT	1.08928e+08	1.95933e+07	1.0	0.143462	0.0	0.130047
60	Q9Z1Z2	Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2	STRAP	38703.1	6.92194	0.0	111	990	56	16	15	13	11	LIGHT	2.10129e+08	3.24145e+07	1.0	0.152091	0.0	0.024822
61	Q8C0V0	Serine/threonine-protein kinase tousled-like 1 OS=Mus musculus OX=10090 GN=Tlk1 PE=1 SV=2	TLK1	87140.2	6.10736	0.0	120	580	21	7	9	4	4	LIGHT	1.06239e+07	3.02086e+06	1.0	0.220349	0.0	0.7032
62	A0A2R8VHU8|E9Q7U2|Q8CGU1	Calcium-binding and coiled-coil domain-containing protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Calcoco1 PE=1 SV=1|Calcium-binding and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Calcoco1 PE=1 SV=1|Calcium-binding and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Calcoco1 PE=1 SV=2	CALCOCO1	61090.9|71345.8|77802.7	5.7463	0.0	93	770	22	13	6	8	7	LIGHT	6.9279e+06	3.50805e+06	1.0	0.507298	0.0	0.239767
63	B7ZC21|B7ZC22|O70139	cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1|cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1|cAMP-dependent protein kinase inhibitor gamma OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1	PKIG	5989.75|7535.39|7995.58	4.93286	0.0	69	69	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
64	E9Q7E2	AT-rich interactive domain-containing protein 2 OS=Mus musculus OX=10090 GN=Arid2 PE=1 SV=1	ARID2	197520.0	6.27505	0.0	154	1488	51	29	20	12	12	LIGHT	2.18525e+07	4.90463e+06	1.0	0.206541	0.0	0.158765
65	O08919	Numb-like protein OS=Mus musculus OX=10090 GN=Numbl PE=1 SV=3	NUMBL	64774.5	5.32822	0.0	96	219	8	4	2	3	3	LIGHT	1.78152e+06	0.0	1.0	0.0	0.0	0.0
66	Q8CHW4	Translation initiation factor eIF-2B subunit epsilon OS=Mus musculus OX=10090 GN=Eif2b5 PE=1 SV=1	EIF2B5	80834.6	6.08334	0.0	76	448	18	11	9	5	5	LIGHT	2.33515e+07	5.19651e+06	1.0	0.156702	0.0	0.36396
67	Q9CZB9	Transmembrane protein 128 OS=Mus musculus OX=10090 GN=Tmem128 PE=1 SV=2	TMEM128	19227.8	5.14771	0.000297796	49	49	4	1	0	1	1	LIGHT	675228.0	548488.0	1.0	0.8123	0.0	0.0
68	P52293	Importin subunit alpha-1 OS=Mus musculus OX=10090 GN=Kpna2 PE=1 SV=2	KPNA2	58234.3	7.14165	0.0	157	1151	79	19	12	22	16	LIGHT	2.41879e+08	9.12017e+07	1.0	0.384911	0.0	0.16037
69	Q9CZB0	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1	SDHC	18598.0	6.01824	0.0	60	87	4	2	0	2	2	LIGHT	4.61159e+06	874832.0	1.0	0.190018	0.0	0.00389618
70	Q9CZB6	Mediator of RNA polymerase II transcription subunit 7 OS=Mus musculus OX=10090 GN=Med7 PE=1 SV=2	MED7	27415.8	5.52116	0.0	66	105	6	2	2	1	1	LIGHT	1.17964e+06	350898.0	1.0	0.29746	0.0	0.0
71	A0A0J9YUG5|Q8BGM4|Q8BY07	Methyltransferase-like 27 (Fragment) OS=Mus musculus OX=10090 GN=Mettl27 PE=1 SV=3|Methyltransferase-like 27 OS=Mus musculus OX=10090 GN=Mettl27 PE=1 SV=1|Methyltransferase-like 27 OS=Mus musculus OX=10090 GN=Mettl27 PE=1 SV=1	METTL27	24137.1|26305.3|23086.5	5.71878	0.000289017	46	165	6	4	4	1	1	LIGHT	951016.0	121473.0	1.0	0.12773	0.0	0.0
72	Q8BY02	NF-kappa-B-repressing factor OS=Mus musculus OX=10090 GN=Nkrf PE=2 SV=3	NKRF	78374.5	6.11212	0.0	86	1122	37	26	23	6	6	LIGHT	6.62638e+07	7.00163e+06	1.0	0.175633	0.0	0.112198
73	A0A2I3BS18|Q91VT1	E3 SUMO-protein ligase NSE2 OS=Mus musculus OX=10090 GN=Nsmce2 PE=4 SV=1|E3 SUMO-protein ligase NSE2 OS=Mus musculus OX=10090 GN=Nsmce2 PE=2 SV=1	NSMCE2	31455.7|28555.2	6.02315	0.0	72	292	12	6	1	6	5	LIGHT	1.27166e+07	6.96142e+06	1.0	0.5461	0.0	0.0965323
74	Q91VT4	Carbonyl reductase family member 4 OS=Mus musculus OX=10090 GN=Cbr4 PE=1 SV=2	CBR4	25569.6	6.00411	0.0	79	400	17	8	3	7	7	LIGHT	1.07726e+07	3.13611e+06	1.0	0.270319	0.0	0.100666
75	E9QAF9|Q0VGY8	Protein TANC1 OS=Mus musculus OX=10090 GN=Tanc1 PE=1 SV=1|Protein TANC1 OS=Mus musculus OX=10090 GN=Tanc1 PE=1 SV=2	TANC1	202109.0|202846.0	5.2916	0.0	88	567	19	12	12	2	2	LIGHT	724614.0	278276.0	1.0	0.383873	0.0	0.0253689
76	Q5SSW2	Proteasome activator complex subunit 4 OS=Mus musculus OX=10090 GN=Psme4 PE=1 SV=1	PSME4	213456.0	6.33597	0.0	96	1551	61	33	28	14	14	LIGHT	3.16362e+07	5.74905e+06	1.0	0.177778	0.0	0.0991804
77	Q9CRC9|Q9CRC9-2	Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2 PE=1 SV=1|Isoform 2 of Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2	GNPDA2	31291.7|31121.6	5.88332	0.0	72	233	12	2	7	2	2	LIGHT	2.81677e+06	0.0	1.0	0.0	0.0	0.0
78	P62281	40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3	RPS11	18590.1	7.96531	0.0	79	721	130	15	37	23	14	LIGHT	1.1044e+09	1.21096e+08	1.0	0.117874	0.0	0.0477649
79	E9PVV1|E9PVV2	Transcription factor E2-alpha OS=Mus musculus OX=10090 GN=Tcf3 PE=1 SV=1|Transcription factor E2-alpha OS=Mus musculus OX=10090 GN=Tcf3 PE=1 SV=1	TCF3	67689.4|67561.4	5.34988	0.0	54	160	7	3	4	1	1	LIGHT	298821.0	300540.0	1.0	1.00575	0.0	0.0
80	###REV###Q60613	Reverse sequence, was Adenosine receptor A2a OS=Mus musculus OX=10090 GN=Adora2a PE=1 SV=3	###ADORA2A###	45683.4	6.46532	0.0203953	27	50	3	1	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
81	Q8BMD8	Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Mus musculus OX=10090 GN=Slc25a24 PE=1 SV=1	SLC25A24	53096.3	6.71722	0.0	85	728	29	17	13	9	8	LIGHT	4.33187e+07	7.28992e+06	1.0	0.0962595	0.0	0.608632
82	A0A286YD72|A0A2C9F2E5|A0A571BDT1|A0A571BEQ4|A0A589Q4M7|Q99246|Q99246-3|Q99246-4	Voltage-dependent L-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cacna1d PE=1 SV=2|Voltage-dependent L-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cacna1d PE=1 SV=2|Voltage-dependent L-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cacna1d PE=3 SV=1|Voltage-dependent L-type calcium channel subunit alpha (Fragment) OS=Mus musculus OX=10090 GN=Cacna1d PE=3 SV=1|Voltage-dependent L-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cacna1d PE=3 SV=1|Voltage-dependent L-type calcium channel subunit alpha-1D OS=Mus musculus OX=10090 GN=Cacna1d PE=1 SV=3|Isoform 2 of Voltage-dependent L-type calcium channel subunit alpha-1D OS=Mus musculus OX=10090 GN=Cacna1d|Isoform 3 of Voltage-dependent L-type calcium channel subunit alpha-1D OS=Mus musculus OX=10090 GN=Cacna1d	CACNA1D	247157.0|250711.0|188876.0|188756.0|244434.0|249640.0|245722.0|247740.0	5.30443	0.0235265	26	51	10	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
83	P58281-2	Isoform 2 of Dynamin-like 120 kDa protein, mitochondrial OS=Mus musculus OX=10090 GN=Opa1	OPA1	116034.0	6.57268	0.0	73	1251	50	28	13	20	20	LIGHT	5.52677e+07	1.16594e+07	1.0	0.184886	0.0	0.183239
