protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
14	###REV###A0A2R8Y4E6|###REV###O95263|###REV###O95263-3|###REV###O95263-4|###REV###O95263-6	Reverse sequence, was Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE8B PE=3 SV=1|Reverse sequence, was High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B PE=1 SV=2|Reverse sequence, was Isoform 3 of High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B|Reverse sequence, was Isoform 4 of High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B|Reverse sequence, was Isoform 6 of High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B	###PDE8B###	87549.5|100456.0|94527.8|98249.6|95097.0	5.77302	0.0100116	33	64	13	2	2	4	2	LIGHT	4.53676e+06	1.80212e+06	1.0	0.416094	0.0	0.197928
15	###REV###G3V2X0|###REV###G3V401|###REV###G3V5A4|###REV###Q9Y5B9	Reverse sequence, was FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1|Reverse sequence, was FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1|Reverse sequence, was FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1|Reverse sequence, was FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1	###SUPT16H###	9870.16|9123.61|7607.77|120409.0	6.78982	0.0218335	27	27	1	1	0	1	1	LIGHT	301391.0	9.94947e+06	1.0	33.0118	0.0	0.0
16	Q9Y5S2	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens OX=9606 GN=CDC42BPB PE=1 SV=2	CDC42BPB	196189.0	5.85538	0.0	87	1123	47	22	14	17	17	LIGHT	1.56436e+07	8.04143e+06	1.0	0.506925	0.0	0.208993
17	A0A494C164|P52630|P52630-4	Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1|Signal transducer and activator of transcription 2 OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1|Isoform 2 of Signal transducer and activator of transcription 2 OS=Homo sapiens OX=9606 GN=STAT2	STAT2	94916.9|98595.9|98136.6	5.01171	0.0	64	284	26	6	9	3	3	LIGHT	1.22023e+06	926618.0	1.0	0.829404	0.0	0.520258
18	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4	PPP1R13L	89377.9	5.19652	0.000685518	45	140	6	4	3	1	1	LIGHT	352505.0	226021.0	1.0	0.641186	0.0	0.0
19	H3BTR4|Q96BT3	Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=1|Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=2	CENPT	55385.5|60670.8	5.26657	0.016996	29	29	2	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
20	Q99519	Sialidase-1 OS=Homo sapiens OX=9606 GN=NEU1 PE=1 SV=1	NEU1	45951.8	6.12284	0.000235073	61	280	12	6	4	4	4	LIGHT	2.11167e+06	8.50257e+06	1.0	3.99407	0.0	3.18843
21	H9KVB4|O15417	Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens OX=9606 GN=TNRC18 PE=1 SV=1|Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens OX=9606 GN=TNRC18 PE=1 SV=3	TNRC18	315922.0|315980.0	5.77253	0.0100116	33	63	3	2	1	2	2	LIGHT	2.17405e+06	0.0	1.0	0.0	0.0	0.0
22	Q96RU8	Tribbles homolog 1 OS=Homo sapiens OX=9606 GN=TRIB1 PE=1 SV=2	TRIB1	41553.1	6.03305	0.0100116	33	33	1	1	0	1	1	LIGHT	1.80263e+06	759137.0	1.0	0.421128	0.0	0.0
23	###REV###H3BSH6	Reverse sequence, was Differentially-expressed in FDCP 8 homolog (Fragment) OS=Homo sapiens OX=9606 GN=DEF8 PE=1 SV=1	###DEF8###	20699.1	5.60626	0.0111796	32	32	1	1	0	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
24	G3V1M0|Q9Y5A6	Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2|Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2	ZSCAN21	50390.6|54764.8	4.75415	0.0296385	25	25	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
25	Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens OX=9606 GN=FHL3 PE=1 SV=4	FHL3	33166.4	6.52063	0.00132957	43	193	10	6	2	5	5	LIGHT	2.00751e+07	8.88741e+06	1.0	0.425264	0.0	0.179137
26	Q13641	Trophoblast glycoprotein OS=Homo sapiens OX=9606 GN=TPBG PE=1 SV=1	TPBG	46573.0	5.45769	0.001013	44	128	8	3	2	4	3	LIGHT	2.1218e+06	1.06821e+06	1.0	0.504505	0.0	0.0199721
27	Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2	YTHDF2	62466.7	6.75784	0.0	81	649	37	10	7	12	10	LIGHT	4.60404e+07	3.55736e+07	1.0	0.74645	0.0	0.624782
28	Q02127	Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3	DHODH	42840.9	5.73751	0.0	106	507	20	9	6	5	5	LIGHT	3.74537e+06	1.31591e+06	1.0	0.338323	0.0	0.331104
29	C9J6A7|Q2QD12|Q96AT9|Q96AT9-2|Q96AT9-3|Q96AT9-4|Q96AT9-5	Ribulose-phosphate 3-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1|Ribulose-phosphate 3-epimerase-like protein 1 OS=Homo sapiens OX=9606 GN=RPEL1 PE=2 SV=1|Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1|Isoform 2 of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE|Isoform 3 of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE|Isoform 4 of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE|Isoform 5 of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE	RPE|RPEL1	17516.6|25234.3|25139.3|24193.8|19695.7|21895.8|17672.7	5.79769	0.016996	29	29	2	1	0	1	1	LIGHT	845432.0	372498.0	1.0	0.440601	0.0	0.0
30	A0A494C1T9|J3KPS2|Q6ZRV2	Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=1|Protein FAM83H (Fragment) OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=1|Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=3	FAM83H	149592.0|96675.9|127557.0	4.94643	0.0	102	158	6	3	3	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
31	C9JBY7|Q9Y291	28S ribosomal protein S33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS33 PE=1 SV=1|28S ribosomal protein S33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS33 PE=1 SV=1	MRPS33	11449.1|12620.7	5.55533	0.00366077	37	100	8	3	2	3	3	LIGHT	4.03057e+06	1.30785e+06	1.0	0.335451	0.0	0.0525906
32	Q9Y294	Histone chaperone ASF1A OS=Homo sapiens OX=9606 GN=ASF1A PE=1 SV=1	ASF1A	23125.2	5.43904	0.0	62	169	7	3	0	3	3	LIGHT	5.31803e+06	1.89944e+06	1.0	0.384924	0.0	0.330493
33	Q9Y295	Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1	DRG1	40801.9	6.58986	0.0	107	733	41	13	8	11	11	LIGHT	4.94589e+07	2.16581e+07	1.0	0.455781	0.0	0.307529
34	O75420	GRB10-interacting GYF protein 1 OS=Homo sapiens OX=9606 GN=GIGYF1 PE=1 SV=2	GIGYF1	115044.0	5.22472	0.00282752	39	64	3	2	0	2	2	LIGHT	618907.0	521386.0	1.0	0.950844	0.0	0.410124
35	O75427	Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens OX=9606 GN=LRCH4 PE=1 SV=2	LRCH4	74089.3	4.91655	0.00497138	36	71	5	2	1	1	1	LIGHT	280584.0	182859.0	1.0	0.651709	0.0	0.0
36	Q99614	Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1	TTC1	33961.3	5.7945	0.0	100	542	22	10	3	8	7	LIGHT	6.95983e+06	3.85911e+06	1.0	0.557681	0.0	0.177305
37	O00505	Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	KPNA3	58288.0	6.56156	0.0	104	465	26	6	9	5	5	LIGHT	2.86792e+07	1.07502e+07	1.0	0.372485	0.0	0.11121
38	Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606 GN=GSPT2 PE=1 SV=2	GSPT2	69466.8	5.91369	0.0	77	537	39	4	13	4	3	LIGHT	1.01844e+07	3.64492e+06	1.0	0.367278	0.0	0.0871765
39	Q8IVD9	NudC domain-containing protein 3 OS=Homo sapiens OX=9606 GN=NUDCD3 PE=1 SV=3	NUDCD3	40853.7	5.98045	0.0	101	352	13	8	4	5	5	LIGHT	5.96196e+06	3.76892e+06	1.0	0.587576	0.0	0.433077
40	A0A087WT99|Q9H0W9|Q9H0W9-2	Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54 PE=1 SV=1|Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54 PE=1 SV=1|Isoform 2 of Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54	C11ORF54	29006.7|35607.8|33532.9	5.73549	0.0	62	240	8	1	4	1	1	LIGHT	761896.0	253512.0	1.0	0.332738	0.0	0.0
41	H3BUJ7|Q66K89	Transcription factor E4F1 OS=Homo sapiens OX=9606 GN=E4F1 PE=1 SV=1|Transcription factor E4F1 OS=Homo sapiens OX=9606 GN=E4F1 PE=1 SV=2	E4F1	71705.2|84812.4	5.08198	0.0100116	33	32	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
42	P68543	UBX domain-containing protein 2A OS=Homo sapiens OX=9606 GN=UBXN2A PE=1 SV=1	UBXN2A	29488.1	5.30905	0.0	62	120	4	3	1	2	2	LIGHT	352586.0	689132.0	1.0	1.97951	0.0	0.156375
43	Q9UI09	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens OX=9606 GN=NDUFA12 PE=1 SV=1	NDUFA12	17103.6	5.90284	0.0	69	198	13	4	3	4	3	LIGHT	4.55346e+06	6.56392e+06	1.0	1.49459	0.0	0.692326
44	A0PK00|H0YG77	Transmembrane protein 120B OS=Homo sapiens OX=9606 GN=TMEM120B PE=1 SV=1|Transmembrane protein 120B (Fragment) OS=Homo sapiens OX=9606 GN=TMEM120B PE=1 SV=1	TMEM120B	40733.0|29416.4	4.97733	0.000218341	58	107	7	2	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
45	H3BTD5	Myocardial zonula adherens protein (Fragment) OS=Homo sapiens OX=9606 GN=MYZAP PE=4 SV=1	MYZAP	15680.0	6.68666	0.016996	29	29	1	1	0	1	1	LIGHT	360931.0	168172.0	1.0	0.465941	0.0	0.0
46	G5EA30|Q92879|Q92879-2|Q92879-3|Q92879-4|Q92879-6	CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1|CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2|Isoform 2 of CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1|Isoform 3 of CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1|Isoform 4 of CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1|Isoform 6 of CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1	CELF1	55563.5|52429.0|51911.7|51982.8|55421.4|52358.0	6.47557	0.0	76	444	39	8	9	10	8	LIGHT	4.49417e+07	1.80058e+07	1.0	0.438298	0.0	0.354357
47	Q86UA1	Pre-mRNA-processing factor 39 OS=Homo sapiens OX=9606 GN=PRPF39 PE=1 SV=3	PRPF39	78722.7	5.84251	0.000223164	59	381	17	9	3	7	7	LIGHT	8.35607e+06	3.29428e+06	1.0	0.427294	0.0	0.190361
48	O94830|O94830-2	Phospholipase DDHD2 OS=Homo sapiens OX=9606 GN=DDHD2 PE=1 SV=2|Isoform 2 of Phospholipase DDHD2 OS=Homo sapiens OX=9606 GN=DDHD2	DDHD2	81664.7|37886.2	4.89403	0.000540054	48	79	3	2	1	1	1	LIGHT	118692.0	54973.8	1.0	0.463163	0.0	0.0
49	A0A494C0C9|A0A494C1M7|A0A494C1R0|B8ZZ96|C9J3G1|C9J3V9|C9JR98|F8W6K2|P15882|P15882-2|P15882-3	N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=1|N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=1|N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=1|N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=1|N-chimaerin (Fragment) OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=2|N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=2|N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=2|N-chimaerin (Fragment) OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=2|N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=3|Isoform Alpha-1 of N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1|Isoform 3 of N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1	CHN1	37687.1|40422.9|27036.8|31892.1|36998.8|32151.2|33334.0|23448.0|53765.2|38684.8|50628.4	4.90018	0.000223164	59	96	4	2	1	2	1	LIGHT	1.94951e+06	954311.0	1.0	0.48363	0.0	0.0172758
50	Q9Y6G9	Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3	DYNC1LI1	56829.1	6.51656	0.0	84	943	58	21	9	15	15	LIGHT	6.28756e+07	2.46899e+07	1.0	0.439687	0.0	0.333224
51	O60524|O60524-3|O60524-4|O60524-5	Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF PE=1 SV=4|Isoform 3 of Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF|Isoform 4 of Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF|Isoform 5 of Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF	NEMF	123334.0|121085.0|118351.0|120522.0	6.21638	0.000394011	53	549	26	13	4	10	10	LIGHT	1.94001e+07	8.79143e+06	1.0	0.462842	0.0	0.338047
52	P13535|Q9UKX2	Myosin-8 OS=Homo sapiens OX=9606 GN=MYH8 PE=1 SV=3|Myosin-2 OS=Homo sapiens OX=9606 GN=MYH2 PE=1 SV=1	MYH8|MYH2	223594.0|223932.0	NA	0.000218341	58	84	4	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
53	B4DK89|Q9H3H1|Q9H3H1-4|S4R2X1|S4R2Z0|S4R3U8	cDNA FLJ60623, highly similar to tRNA isopentenyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1|tRNA dimethylallyltransferase OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1|Isoform 4 of tRNA dimethylallyltransferase OS=Homo sapiens OX=9606 GN=TRIT1|tRNA dimethylallyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1|tRNA dimethylallyltransferase OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1|tRNA dimethylallyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1	TRIT1	15548.3|53034.6|49764.7|15271.2|39576.7|19549.2	5.39042	0.001013	44	44	2	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
54	Q5JPI3|Q5JPI3-2	Uncharacterized protein C3orf38 OS=Homo sapiens OX=9606 GN=C3orf38 PE=1 SV=1|Isoform 2 of Uncharacterized protein C3orf38 OS=Homo sapiens OX=9606 GN=C3orf38	C3ORF38	37916.1|37656.1	5.35024	0.00132957	43	166	10	5	2	3	3	LIGHT	2.94205e+06	2.15002e+06	1.0	0.622369	0.0	0.162401
55	P29218|P29218-3	Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1|Isoform 3 of Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1	IMPA1	30568.3|37069.9	6.68675	0.000235073	61	257	14	6	2	6	6	LIGHT	5.59425e+07	1.90965e+07	1.0	0.32799	0.0	0.151732
56	P41091	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3	EIF2S3	51647.4	7.1231	0.0	91	847	61	18	4	27	18	LIGHT	2.19095e+08	1.17649e+08	1.0	0.635589	0.0	0.404216
57	J3KSJ5|J3QRG5|Q9BQA9|Q9BQA9-2	Cytochrome b-245 chaperone 1 OS=Homo sapiens OX=9606 GN=CYBC1 PE=1 SV=1|Cytochrome b-245 chaperone 1 OS=Homo sapiens OX=9606 GN=CYBC1 PE=1 SV=1|Cytochrome b-245 chaperone 1 OS=Homo sapiens OX=9606 GN=CYBC1 PE=1 SV=1|Isoform 2 of Cytochrome b-245 chaperone 1 OS=Homo sapiens OX=9606 GN=CYBC1	CYBC1	21748.2|16800.9|20874.8|19538.1	4.98396	0.00366077	37	72	4	2	2	1	1	LIGHT	250549.0	0.0	1.0	0.0	0.0	0.0
58	Q9UJT0	Tubulin epsilon chain OS=Homo sapiens OX=9606 GN=TUBE1 PE=2 SV=1	TUBE1	53582.0	4.95452	0.0	70	105	2	2	1	1	1	LIGHT	3.83757e+06	1.73057e+06	1.0	0.450954	0.0	0.0
59	Q14563	Semaphorin-3A OS=Homo sapiens OX=9606 GN=SEMA3A PE=1 SV=1	SEMA3A	89916.4	4.96068	0.00838112	34	34	1	1	0	1	1	LIGHT	0.0	162091.0	1.0	inf	0.0	nan
60	P51790|P51790-4	H(+)/Cl(-) exchange transporter 3 OS=Homo sapiens OX=9606 GN=CLCN3 PE=1 SV=2|Isoform 3 of H(+)/Cl(-) exchange transporter 3 OS=Homo sapiens OX=9606 GN=CLCN3	CLCN3	91933.6|89433.3	5.59804	0.00366077	37	101	5	1	2	1	1	LIGHT	728396.0	520200.0	1.0	0.714173	0.0	0.0
61	###REV###P41273	Reverse sequence, was Tumor necrosis factor ligand superfamily member 9 OS=Homo sapiens OX=9606 GN=TNFSF9 PE=1 SV=1	###TNFSF9###	26779.1	6.73192	0.0148086	30	30	3	1	0	2	1	LIGHT	6.86521e+06	2.94637e+06	1.0	0.416573	0.0	0.0245739
62	O60831	PRA1 family protein 2 OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1	PRAF2	19587.7	5.58195	0.00287402	40	76	7	2	0	3	2	LIGHT	2.14584e+07	1.04803e+07	1.0	0.48757	0.0	0.086415
63	O60832	H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3	DKC1	58094.0	6.61728	0.000417624	56	760	46	19	5	21	17	LIGHT	8.14966e+07	2.86188e+07	1.0	0.3716	0.0	0.196187
64	M0QXB4|O14579	Coatomer protein complex, subunit epsilon, isoform CRA_g OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=1|Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3	COPE	37071.6|34688.4	6.40708	0.0	115	527	37	11	3	12	10	LIGHT	2.52977e+07	1.20698e+07	1.0	0.501902	0.0	0.357969
65	P17900	Ganglioside GM2 activator OS=Homo sapiens OX=9606 GN=GM2A PE=1 SV=4	GM2A	21280.9	6.60706	0.000697229	46	121	5	3	1	2	2	LIGHT	1.24344e+07	4.54717e+06	1.0	0.365709	0.0	0.00160602
66	Q9UHR4	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens OX=9606 GN=BAIAP2L1 PE=1 SV=2	BAIAP2L1	57189.2	5.17881	0.0	94	231	9	5	1	4	4	LIGHT	1.10692e+06	877577.0	1.0	0.787027	0.0	0.278816
67	P43007	Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1	SLC1A4	56086.8	5.86038	0.0	67	115	3	2	0	2	2	LIGHT	2.81877e+06	3.42307e+06	1.0	1.23156	0.0	0.0542519
68	Q9NPI1	Bromodomain-containing protein 7 OS=Homo sapiens OX=9606 GN=BRD7 PE=1 SV=1	BRD7	74548.4	5.93555	0.0	67	444	23	10	4	7	7	LIGHT	7.17416e+06	3.75474e+06	1.0	0.498181	0.0	0.351105
69	Q7L7V1|Q7L7V1-2	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32 OS=Homo sapiens OX=9606 GN=DHX32 PE=1 SV=1|Isoform 2 of Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32 OS=Homo sapiens OX=9606 GN=DHX32	DHX32	85789.4|76293.4	5.48894	0.00309502	38	88	3	3	2	1	1	LIGHT	151508.0	471061.0	1.0	3.10914	0.0	0.0
