protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
15	O88587|O88587-2	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2|Isoform Soluble of Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt	COMT	29695.4|24919.6	5.81892	0.0	69	150	7	3	2	2	2	LIGHT	4.54289e+06	1.51174e+06	1.0	0.324362	0.0	0.0347516
16	Q62048|Q62048-2	Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1|Isoform 2 of Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15	PEA15	15101.8|12593.6	5.19996	0.0147857	28	28	1	1	0	1	1	LIGHT	919243.0	409713.0	1.0	0.445707	0.0	0.0
17	P50427	Steryl-sulfatase OS=Mus musculus OX=10090 GN=Sts PE=1 SV=1	STS	67232.9	5.1569	0.0	66	130	4	2	0	2	2	LIGHT	389969.0	0.0	1.0	0.0	0.0	0.0
18	P59708	Splicing factor 3B subunit 6 OS=Mus musculus OX=10090 GN=Sf3b6 PE=1 SV=1	SF3B6	14689.6	6.16299	0.0	68	206	21	5	3	6	4	LIGHT	1.0976e+07	5.29976e+06	1.0	0.515052	0.0	0.108233
19	E9PYR1|F8VQK6	F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1|F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1	FBXL18	85911.9|79076.7	5.96809	0.0	56	363	20	9	2	9	8	LIGHT	1.06633e+07	5.73099e+06	1.0	0.552077	0.0	0.222294
20	F8VQK3	Guanylate cyclase 1, soluble, alpha 2 OS=Mus musculus OX=10090 GN=Gucy1a2 PE=1 SV=1	GUCY1A2	82918.7	4.48678	0.0	70	94	4	2	1	1	1	LIGHT	102037.0	0.0	1.0	0.0	0.0	0.0
21	A0A1Y7VLZ7|E9Q7E9|Q3V3Q7	Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=2	PACS2	99185.1|98930.0|95671.2	5.17063	0.0	89	225	7	4	1	3	3	LIGHT	1.30547e+06	589205.0	1.0	0.417459	0.0	0.14129
22	A0A0R4J177|Q3TVC7|Q3TVC7-3	Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Isoform 3 of Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1	CCNDBP1	42317.3|39730.4|43086.7	5.22383	0.0	92	155	4	3	2	1	1	LIGHT	2.29139e+06	990135.0	1.0	0.432111	0.0	0.0
23	Q9D516	Coiled-coil domain-containing protein 130 OS=Mus musculus OX=10090 GN=Ccdc130 PE=2 SV=1	CCDC130	44308.9	5.54755	0.022649	25	25	2	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
24	Q9D517	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus OX=10090 GN=Agpat3 PE=1 SV=2	AGPAT3	43951.8	5.67477	0.000159898	46	169	5	4	2	3	3	LIGHT	2.38407e+06	699548.0	1.0	0.286273	0.0	0.0745977
25	Q8K2M0	39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2	MRPL38	45286.8	5.54615	0.0	108	363	21	6	5	5	4	LIGHT	5.65089e+06	2.16679e+06	1.0	0.433111	0.0	0.167317
26	A0A2R8VHX5|Q8VD12|Q8VD12-2	Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Zfp385a PE=1 SV=1|Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a PE=1 SV=2|Isoform 2 of Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a	ZFP385A|ZNF385A	36600.3|40763.5|38653.3	5.54931	0.0	49	82	3	2	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
27	###REV###Q3U0J8	Reverse sequence, was TBC1 domain family member 2B OS=Mus musculus OX=10090 GN=Tbc1d2b PE=1 SV=2	###TBC1D2B###	110565.0	5.75378	0.0312785	22	22	1	1	0	1	1	LIGHT	0.0	853369.0	1.0	inf	0.0	nan
28	###REV###A0A1B0GR85	Reverse sequence, was RIKEN cDNA 2900026A02 gene OS=Mus musculus OX=10090 GN=2900026A02Rik PE=1 SV=1	###2900026A02RIK###	193754.0	4.46521	0.0299346	23	23	2	1	0	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
29	A0A286YDN1|Q8VC03	Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1|Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1	EML3	96746.0|96833.1	5.41098	0.0	149	494	12	6	2	4	4	LIGHT	2.50143e+06	1.23606e+06	1.0	0.436453	0.0	0.149481
30	Q3U3I9	Zinc finger protein 865 OS=Mus musculus OX=10090 GN=Znf865 PE=2 SV=1	ZNF865	114284.0	5.26476	0.0	159	293	8	5	2	3	3	LIGHT	1.41838e+06	798700.0	1.0	0.536104	0.0	0.239798
31	###REV###Q8VI47	Reverse sequence, was Canalicular multispecific organic anion transporter 1 OS=Mus musculus OX=10090 GN=Abcc2 PE=1 SV=2	###ABCC2###	174872.0	5.05596	0.022649	25	25	1	1	0	1	1	LIGHT	148066.0	0.0	1.0	0.0	0.0	0.0
32	Q61037-6|Q61037-7	Isoform E of Tuberin OS=Mus musculus OX=10090 GN=Tsc2|Isoform F of Tuberin OS=Mus musculus OX=10090 GN=Tsc2	TSC2	200955.0|191788.0	5.57779	0.0	88	431	19	10	7	5	5	LIGHT	4.04514e+06	2.33196e+06	1.0	0.575898	0.0	0.116569
33	D6RHP2|Q9QZD4	DNA repair endonuclease XPF OS=Mus musculus OX=10090 GN=Ercc4 PE=1 SV=1|DNA repair endonuclease XPF OS=Mus musculus OX=10090 GN=Ercc4 PE=1 SV=3	ERCC4	45310.7|104651.0	5.32921	0.0	65	344	11	8	5	3	3	LIGHT	1.38404e+06	667068.0	1.0	0.402786	0.0	0.786257
34	Q9QZD9	Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	EIF3I	36836.7	7.44784	0.0	85	748	77	12	13	22	12	LIGHT	2.14481e+08	1.48323e+08	1.0	0.410924	0.0	2.8301
35	Q9QZD8	Mitochondrial dicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a10 PE=1 SV=2	SLC25A10	32150.3	6.23146	0.0	72	441	22	9	4	9	8	LIGHT	1.94887e+07	8.28934e+06	1.0	0.428662	0.0	0.137655
36	Q8R0I4	TM2 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Tm2d2 PE=2 SV=1	TM2D2	23522.4	5.79774	0.0	83	146	4	2	1	1	1	LIGHT	570267.0	930934.0	1.0	1.63245	0.0	0.0
37	A0A3B2W7D5|A0A3B2WAR9|A0A3B2WBJ5|A0A3B2WCU6|E9PW21|G3XA45|L7N2B3|L7N2D8	Vomeronasal 2, receptor 69 OS=Mus musculus OX=10090 GN=Vmn2r69 PE=4 SV=1|Vomeronasal 2, receptor 74 OS=Mus musculus OX=10090 GN=Vmn2r74 PE=3 SV=1|Vomeronasal 2, receptor 74 OS=Mus musculus OX=10090 GN=Vmn2r74 PE=3 SV=1|Vomeronasal 2, receptor 69 OS=Mus musculus OX=10090 GN=Vmn2r69 PE=4 SV=1|Vomeronasal 2, receptor 74 OS=Mus musculus OX=10090 GN=Vmn2r74 PE=3 SV=1|Vomeronasal 2, receptor 69 OS=Mus musculus OX=10090 GN=Vmn2r69 PE=3 SV=1|Vomeronasal 2, receptor 68 OS=Mus musculus OX=10090 GN=Vmn2r68 PE=3 SV=1|Vomeronasal 2, receptor 71 OS=Mus musculus OX=10090 GN=Vmn2r71 PE=3 SV=1	VMN2R69|VMN2R74|VMN2R68|VMN2R71	64868.4|97014.6|99600.8|66892.3|99914.9|98450.9|99533.2|99590.4	4.87888	0.0299346	23	23	1	1	0	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
38	E9PZM4	Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1	CHD2	211644.0	5.34151	0.0	60	721	37	9	16	5	5	LIGHT	1.98421e+06	1.03802e+06	1.0	0.537616	0.0	0.0988709
39	A0A2I3BQU5|E9PZM7	SR-related CTD-associated factor 11 OS=Mus musculus OX=10090 GN=Scaf11 PE=1 SV=1|SR-related CTD-associated factor 11 OS=Mus musculus OX=10090 GN=Scaf11 PE=1 SV=1	SCAF11	155969.0|163939.0	6.13844	0.0	102	656	24	12	6	8	7	LIGHT	1.60689e+07	7.13113e+06	1.0	0.424717	0.0	0.221154
40	D3YUN3|F6QC77|Q9WUZ5	Troponin I, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=1|Troponin I, slow skeletal muscle (Fragment) OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=1|Troponin I, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=3	TNNI1	20001.6|21097.2|21855.6	5.33079	0.00596676	34	59	3	1	1	1	1	LIGHT	271370.0	0.0	1.0	0.0	0.0	0.0
41	Q91YI0	Argininosuccinate lyase OS=Mus musculus OX=10090 GN=Asl PE=1 SV=1	ASL	51877.6	6.61931	0.0	78	719	43	14	12	11	11	LIGHT	5.03914e+07	1.25402e+07	1.0	0.239514	0.0	0.103836
42	Q69Z99	Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Znf512 PE=2 SV=2	ZNF512	64950.8	6.29484	0.0	122	756	40	16	10	8	8	LIGHT	2.35583e+07	7.47158e+06	1.0	0.315028	0.0	0.172814
43	Q5NCY0	Lysine-specific demethylase 6B OS=Mus musculus OX=10090 GN=Kdm6b PE=1 SV=1	KDM6B	177899.0	5.42793	0.0	70	462	13	10	5	5	5	LIGHT	1.55328e+06	2.32671e+06	1.0	1.46527	0.0	0.94831
44	E9QKC6|Q3UHH4|Q9ESN6	Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1	TRIM2	85349.9|84347.4|82420.5	5.16762	0.0	75	225	10	4	5	1	1	LIGHT	271515.0	310758.0	1.0	1.14453	0.0	0.0
45	Q8BTU1	Cilia- and flagella-associated protein 20 OS=Mus musculus OX=10090 GN=Cfap20 PE=1 SV=1	CFAP20	22905.0	6.02819	0.0	65	141	8	3	3	2	2	LIGHT	4.03802e+06	2.1235e+06	1.0	0.505694	0.0	0.274068
46	Q8BTU7	RCC1 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rccd1 PE=2 SV=2	RCCD1	41192.1	5.21938	0.00321826	37	37	1	1	0	1	1	LIGHT	249654.0	0.0	1.0	0.0	0.0	0.0
47	Q9D5T0	ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1	ATAD1	41060.1	6.34986	0.000159898	46	323	23	10	2	11	9	LIGHT	2.62861e+07	1.8051e+07	1.0	0.748018	0.0	0.218612
48	Q9D8F3|Q9D8F3-2	Solute carrier family 52, riboflavin transporter, member 2 OS=Mus musculus OX=10090 GN=Slc52a2 PE=2 SV=1|Isoform 2 of Solute carrier family 52, riboflavin transporter, member 2 OS=Mus musculus OX=10090 GN=Slc52a2	SLC52A2	47632.3|37565.9	4.5454	0.0200107	26	26	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
49	D3YTU6|D3Z592|D3Z649	Potassium channel, subfamily T, member 2 OS=Mus musculus OX=10090 GN=Kcnt2 PE=1 SV=1|Potassium channel, subfamily T, member 2 OS=Mus musculus OX=10090 GN=Kcnt2 PE=1 SV=1|Potassium channel, subfamily T, member 2 OS=Mus musculus OX=10090 GN=Kcnt2 PE=1 SV=1	KCNT2	129075.0|123935.0|131977.0	4.63218	0.022649	25	48	9	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
50	A0A087WNW8|A0A087WP42|A0A087WQ31|A0A087WQ95|A0A087WQF1|A0A087WRE8|A0A087WRK0|A0A087WS18|E9Q6L0|E9QKH0|E9QNY9|J3QP81	CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=1|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=1|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=1|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2|CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=1	CLASP1	163720.0|165340.0|171880.0|162818.0|163008.0|168949.0|163621.0|161947.0|161107.0|170237.0|169036.0|161791.0	6.29652	0.0	137	1996	87	39	18	31	28	LIGHT	4.77172e+07	2.62581e+07	1.0	0.543473	0.0	0.192027
51	O88307	Sortilin-related receptor OS=Mus musculus OX=10090 GN=Sorl1 PE=1 SV=3	SORL1	252402.0	4.82742	0.0200107	26	51	2	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
52	Q6P5B0	RRP12-like protein OS=Mus musculus OX=10090 GN=Rrp12 PE=1 SV=1	RRP12	144295.0	6.74686	0.0	113	1547	84	34	16	36	30	LIGHT	1.55934e+08	4.67e+07	1.0	0.269087	0.0	0.0989933
53	Q6P5B5	Fragile X mental retardation syndrome-related protein 2 OS=Mus musculus OX=10090 GN=Fxr2 PE=1 SV=1	FXR2	74550.2	6.2676	0.0	110	1130	49	18	17	10	10	LIGHT	2.29673e+07	1.11691e+07	1.0	0.50381	0.0	0.133699
54	A0A087WQD8|Q149C2	TRAF3-interacting protein 1 OS=Mus musculus OX=10090 GN=Traf3ip1 PE=1 SV=1|TRAF3-interacting protein 1 OS=Mus musculus OX=10090 GN=Traf3ip1 PE=1 SV=2	TRAF3IP1	74461.2|71222.6	5.42438	0.022649	25	25	2	1	0	1	1	LIGHT	314291.0	3.47481e+06	1.0	11.056	0.0	0.0
55	P27467	Protein Wnt-3a OS=Mus musculus OX=10090 GN=Wnt3a PE=1 SV=1	WNT3A	40657.2	5.58399	0.0	59	185	6	4	1	4	4	LIGHT	0.0	2.23483e+06	1.0	inf	0.0	nan
56	Q8BGH2	Sorting and assembly machinery component 50 homolog OS=Mus musculus OX=10090 GN=Samm50 PE=1 SV=1	SAMM50	52230.4	6.35563	0.0	65	501	20	13	7	7	7	LIGHT	1.44875e+07	4.52411e+06	1.0	0.299589	0.0	0.075081
57	A0A1D5RLF1|Q8BGH4	Receptor expression-enhancing protein OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1|Receptor expression-enhancing protein 1 OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1	REEP1	32213.3|22384.4	5.14366	0.0177754	27	27	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
58	Q8BGH7	CDC42 small effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42se2 PE=1 SV=1	CDC42SE2	9388.41	5.91992	0.0	60	60	9	1	1	2	1	LIGHT	2.04623e+06	1.24438e+06	1.0	0.609715	0.0	0.00614697
59	D3YUP8|Q8VEK6	Inhibitor of growth protein OS=Mus musculus OX=10090 GN=Ing3 PE=1 SV=1|Inhibitor of growth protein 3 OS=Mus musculus OX=10090 GN=Ing3 PE=1 SV=2	ING3	46097.9|47387.5	5.69851	0.0	94	187	9	3	3	1	1	LIGHT	572159.0	371561.0	1.0	0.649402	0.0	0.0
60	Q8VEK0	Cell cycle control protein 50A OS=Mus musculus OX=10090 GN=Tmem30a PE=1 SV=1	TMEM30A	41377.0	5.30184	0.0	83	233	9	4	1	3	3	LIGHT	2.06984e+06	1.40283e+06	1.0	0.639111	0.0	0.154819
61	Q9Z1Z0	General vesicular transport factor p115 OS=Mus musculus OX=10090 GN=Uso1 PE=1 SV=2	USO1	108000.0	6.63426	0.0	118	1491	70	26	12	26	22	LIGHT	9.27343e+07	2.95184e+07	1.0	0.310493	0.0	0.55528
62	Q9Z1Z2	Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2	STRAP	38703.1	6.93645	0.0	108	700	47	12	6	14	10	LIGHT	1.35329e+08	4.81384e+07	1.0	0.354897	0.0	0.192704
63	Q8C0V0	Serine/threonine-protein kinase tousled-like 1 OS=Mus musculus OX=10090 GN=Tlk1 PE=1 SV=2	TLK1	87140.2	5.95755	0.0	119	550	23	5	10	3	3	LIGHT	6.56512e+06	3.67985e+06	1.0	0.481779	0.0	0.378755
64	E9Q7U2|Q8CGU1	Calcium-binding and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Calcoco1 PE=1 SV=1|Calcium-binding and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Calcoco1 PE=1 SV=2	CALCOCO1	71345.8|77802.7	5.70179	0.0	109	703	18	10	3	9	8	LIGHT	4.53721e+06	4.93079e+06	1.0	1.09542	0.0	0.380804
65	B7ZC21|B7ZC22|O70139	cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1|cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1|cAMP-dependent protein kinase inhibitor gamma OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1	PKIG	5989.75|7535.39|7995.58	4.60023	0.00887779	31	31	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
66	E9Q7E2	AT-rich interactive domain-containing protein 2 OS=Mus musculus OX=10090 GN=Arid2 PE=1 SV=1	ARID2	197520.0	6.10533	0.0	154	1256	57	25	13	14	14	LIGHT	1.59398e+07	7.63524e+06	1.0	0.469923	0.0	0.515385
67	O08919	Numb-like protein OS=Mus musculus OX=10090 GN=Numbl PE=1 SV=3	NUMBL	64774.5	5.71341	0.0	74	173	6	3	2	2	2	LIGHT	784730.0	900394.0	1.0	1.05907	0.0	0.704494
68	Q8CHW4	Translation initiation factor eIF-2B subunit epsilon OS=Mus musculus OX=10090 GN=Eif2b5 PE=1 SV=1	EIF2B5	80834.6	6.2318	0.0	78	275	14	6	5	4	4	LIGHT	1.92911e+07	6.46575e+06	1.0	0.326052	0.0	0.0788991
69	F8WGB3|Q9CZB0	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1|Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1	SDHC	14729.0|18598.0	5.53523	0.000781983	44	44	2	1	0	1	1	LIGHT	1.24457e+06	480357.0	1.0	0.385963	0.0	0.0
70	Q9CZB6	Mediator of RNA polymerase II transcription subunit 7 OS=Mus musculus OX=10090 GN=Med7 PE=1 SV=2	MED7	27415.8	5.45674	0.00265487	38	98	3	3	2	1	1	LIGHT	768733.0	729205.0	1.0	0.94858	0.0	0.0
71	A0A0J9YUG5|Q8BGM4|Q8BY07	Methyltransferase-like 27 (Fragment) OS=Mus musculus OX=10090 GN=Mettl27 PE=1 SV=3|Methyltransferase-like 27 OS=Mus musculus OX=10090 GN=Mettl27 PE=1 SV=1|Methyltransferase-like 27 OS=Mus musculus OX=10090 GN=Mettl27 PE=1 SV=1	METTL27	24137.1|26305.3|23086.5	5.66554	0.0	73	134	6	3	2	1	1	LIGHT	552537.0	111494.0	1.0	0.201785	0.0	0.0
72	Q8BY02	NF-kappa-B-repressing factor OS=Mus musculus OX=10090 GN=Nkrf PE=2 SV=3	NKRF	78374.5	6.10421	0.0	89	836	29	18	7	12	12	LIGHT	7.47894e+07	1.69562e+07	1.0	0.335368	0.0	0.233948
73	A0A2I3BS18|Q91VT1	E3 SUMO-protein ligase NSE2 OS=Mus musculus OX=10090 GN=Nsmce2 PE=4 SV=1|E3 SUMO-protein ligase NSE2 OS=Mus musculus OX=10090 GN=Nsmce2 PE=2 SV=1	NSMCE2	31455.7|28555.2	6.01042	0.0	64	138	10	3	1	5	3	LIGHT	6.19173e+06	7.18759e+06	1.0	1.35721	0.0	0.995958
74	Q91VT4	Carbonyl reductase family member 4 OS=Mus musculus OX=10090 GN=Cbr4 PE=1 SV=2	CBR4	25569.6	5.85609	0.0	56	124	7	3	1	2	2	LIGHT	2.92522e+06	1.5941e+06	1.0	0.546481	0.0	0.0337213
75	E9QAF9|Q0VGY8	Protein TANC1 OS=Mus musculus OX=10090 GN=Tanc1 PE=1 SV=1|Protein TANC1 OS=Mus musculus OX=10090 GN=Tanc1 PE=1 SV=2	TANC1	202109.0|202846.0	5.07603	0.0	69	231	11	5	4	2	2	LIGHT	366492.0	275447.0	1.0	0.751433	0.0	0.0353859
76	Q3TMX5|Q80ZP8	Mesencephalic astrocyte-derived neurotrophic factor OS=Mus musculus OX=10090 GN=Manf PE=1 SV=1|Armet protein OS=Mus musculus OX=10090 GN=Manf PE=1 SV=1	MANF	20830.8|19398.9	6.33463	0.0	73	425	18	10	3	10	9	LIGHT	1.8781e+07	6.87681e+06	1.0	0.350487	0.0	0.564354
77	Q5SSW2	Proteasome activator complex subunit 4 OS=Mus musculus OX=10090 GN=Psme4 PE=1 SV=1	PSME4	213456.0	6.16643	0.0	92	1241	50	26	10	18	17	LIGHT	3.6674e+07	1.35449e+07	1.0	0.370326	0.0	0.152276
78	Q9CRC9|Q9CRC9-2	Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2 PE=1 SV=1|Isoform 2 of Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2	GNPDA2	31291.7|31121.6	5.42754	0.0	59	200	13	4	4	3	3	LIGHT	2.19894e+06	791896.0	1.0	0.306061	0.0	0.263321
