protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
11	O08911	Mitogen-activated protein kinase 12 OS=Mus musculus OX=10090 GN=Mapk12 PE=1 SV=1	MAPK12	42187.6	6.0888	0.0	109	459	16	7	9	1	1	LIGHT	2.10428e+06	292235.0	1.0	0.138876	0.0	0.0
12	O08912	Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=Galnt1 PE=1 SV=1	GALNT1	65125.8	6.06922	0.0	92	587	19	11	12	4	4	LIGHT	9.25304e+06	1.98376e+06	1.0	0.18988	0.0	0.975108
13	O08915	AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1	AIP	38037.3	6.18818	0.0	89	452	15	9	8	3	3	LIGHT	1.02207e+07	1.2049e+06	1.0	0.114464	0.0	0.0617327
14	O08914	Fatty-acid amide hydrolase 1 OS=Mus musculus OX=10090 GN=Faah PE=1 SV=1	FAAH	64206.6	5.04263	0.00297016	39	39	2	1	1	1	1	LIGHT	142106.0	0.0	1.0	0.0	0.0	0.0
15	G3UYU4|O08917	Flotillin OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1|Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1	FLOT1	42440.0|47768.7	5.81068	0.0	111	476	13	8	4	7	5	LIGHT	3.71757e+06	0.0	1.0	0.0	0.0	0.0
16	O88587|O88587-2	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2|Isoform Soluble of Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt	COMT	29695.4|24919.6	6.51774	0.0	87	250	9	5	6	2	2	LIGHT	1.02219e+07	805744.0	1.0	0.0760472	0.0	0.0227968
17	A0A5F8MPX4|Q66GT5	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1|Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1	PTPMT1	28570.8|22099.6	5.47128	0.000567295	45	69	2	2	0	2	2	LIGHT	1.12041e+06	0.0	1.0	0.0	0.0	0.0
18	P50427	Steryl-sulfatase OS=Mus musculus OX=10090 GN=Sts PE=1 SV=1	STS	67232.9	5.50461	0.0	62	213	5	4	0	4	4	LIGHT	1.83921e+06	0.0	1.0	0.0	0.0	0.0
19	P59708	Splicing factor 3B subunit 6 OS=Mus musculus OX=10090 GN=Sf3b6 PE=1 SV=1	SF3B6	14689.6	6.17684	0.0	68	316	28	7	10	3	3	LIGHT	1.96393e+07	2.37484e+06	1.0	0.117921	0.0	0.0333302
20	E9PYR1|F8VQK6	F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1|F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1	FBXL18	85911.9|79076.7	6.24285	0.0	74	536	17	12	11	2	2	LIGHT	6.46438e+06	777892.0	1.0	0.120178	0.0	0.00988476
21	Q3V3Q4	Pyrin domain-containing protein 3 OS=Mus musculus OX=10090 GN=Pydc3 PE=2 SV=1	PYDC3	64339.0	5.57535	0.0274428	25	25	1	1	0	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
22	A0A1Y7VLZ7|E9Q7E9|Q3V3Q7	Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=2	PACS2	99185.1|98930.0|95671.2	5.59061	0.0	98	295	7	4	2	4	4	LIGHT	2.75701e+06	0.0	1.0	0.0	0.0	0.0
23	A0A0R4J177|Q3TVC7|Q3TVC7-3	Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Isoform 3 of Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1	CCNDBP1	42317.3|39730.4|43086.7	5.00123	0.0	88	163	4	3	1	2	2	LIGHT	3.58047e+06	0.0	1.0	0.0	0.0	0.0
24	Q9D516	Coiled-coil domain-containing protein 130 OS=Mus musculus OX=10090 GN=Ccdc130 PE=2 SV=1	CCDC130	44308.9	5.63169	0.0121127	31	56	2	1	1	1	1	LIGHT	736810.0	0.0	1.0	0.0	0.0	0.0
25	Q9D517	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus OX=10090 GN=Agpat3 PE=1 SV=2	AGPAT3	43951.8	5.83513	0.000157332	55	223	7	6	6	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
26	Q8K2M0	39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2	MRPL38	45286.8	6.09851	0.0	112	490	24	10	8	6	6	LIGHT	1.18798e+07	3.2237e+06	1.0	0.145035	0.0	1.01492
27	A0A2R8VHX5|Q8VD12|Q8VD12-2	Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Zfp385a PE=1 SV=1|Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a PE=1 SV=2|Isoform 2 of Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a	ZFP385A|ZNF385A	36600.3|40763.5|38653.3	6.01562	0.000151768	52	124	4	3	1	2	2	LIGHT	3.82837e+06	0.0	1.0	0.0	0.0	0.0
28	P21661	Neuroendocrine convertase 2 OS=Mus musculus OX=10090 GN=Pcsk2 PE=1 SV=1	PCSK2	71310.9	4.53487	0.0241576	26	26	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
29	Q52KR3|Q52KR3-2|Q52KR3-3|Q52KR3-4|Q52KR3-6	Protein prune homolog 2 OS=Mus musculus OX=10090 GN=Prune2 PE=1 SV=2|Isoform 2 of Protein prune homolog 2 OS=Mus musculus OX=10090 GN=Prune2|Isoform 3 of Protein prune homolog 2 OS=Mus musculus OX=10090 GN=Prune2|Isoform 4 of Protein prune homolog 2 OS=Mus musculus OX=10090 GN=Prune2|Isoform 6 of Protein prune homolog 2 OS=Mus musculus OX=10090 GN=Prune2	PRUNE2	341188.0|37333.4|37074.3|33730.8|336319.0	5.53569	0.0274428	25	25	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
30	###REV###A0A1B0GR85	Reverse sequence, was RIKEN cDNA 2900026A02 gene OS=Mus musculus OX=10090 GN=2900026A02Rik PE=1 SV=1	###2900026A02RIK###	193754.0	4.89778	0.0309935	24	24	1	1	0	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
31	A0A2R8VI30|A0A2R8VK70|A0A2R8W6P0|Q61735|Q61735-2	Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1|Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1|Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1|Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=2|Isoform 2 of Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47	CD47	29838.7|35566.9|37898.9|33589.0|35921.0	5.53129	0.0	58	58	1	1	0	1	1	LIGHT	677262.0	1.21481e+06	1.0	1.7937	0.0	0.0
32	Q05A80|Q05A80-2	Caprin-2 OS=Mus musculus OX=10090 GN=Caprin2 PE=1 SV=1|Isoform 2 of Caprin-2 OS=Mus musculus OX=10090 GN=Caprin2	CAPRIN2	115104.0|90258.9	6.51219	0.0	80	155	3	3	2	1	1	LIGHT	4.67102e+06	0.0	1.0	0.0	0.0	0.0
33	A0A286YDN1|Q8VC03	Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1|Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1	EML3	96746.0|96833.1	5.59548	0.0	133	710	12	11	10	1	1	LIGHT	611692.0	119561.0	1.0	0.195459	0.0	0.0
34	Q8BGW1	Alpha-ketoglutarate-dependent dioxygenase FTO OS=Mus musculus OX=10090 GN=Fto PE=1 SV=1	FTO	58825.0	6.3668	0.0	108	849	38	17	18	9	8	LIGHT	2.86831e+07	1.30475e+07	1.0	0.184262	0.0	1.68754
35	Q8BGW5	SOSS complex subunit B2 OS=Mus musculus OX=10090 GN=Nabp1 PE=2 SV=1	NABP1	21906.2	5.63127	0.0	81	182	6	3	1	2	2	LIGHT	2.33657e+06	0.0	1.0	0.0	0.0	0.0
36	Q3U3I9	Zinc finger protein 865 OS=Mus musculus OX=10090 GN=Znf865 PE=2 SV=1	ZNF865	114284.0	5.5843	0.0	119	284	5	5	0	3	3	LIGHT	3.80739e+06	0.0	1.0	0.0	0.0	0.0
37	Q8K194|Q8K194-2	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Mus musculus OX=10090 GN=Snrnp27 PE=1 SV=1|Isoform 2 of U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Mus musculus OX=10090 GN=Snrnp27	SNRNP27	18873.9|23017.9	6.11578	0.0	105	234	5	3	0	3	3	LIGHT	7.53157e+06	0.0	1.0	0.0	0.0	0.0
38	Q61037-6	Isoform E of Tuberin OS=Mus musculus OX=10090 GN=Tsc2	TSC2	200955.0	5.75661	0.0	79	778	24	16	16	3	3	LIGHT	3.38403e+06	638801.0	1.0	0.171723	0.0	0.12925
39	D6RHP2|Q9QZD4	DNA repair endonuclease XPF OS=Mus musculus OX=10090 GN=Ercc4 PE=1 SV=1|DNA repair endonuclease XPF OS=Mus musculus OX=10090 GN=Ercc4 PE=1 SV=3	ERCC4	45310.7|104651.0	5.29319	0.0	122	557	15	12	9	2	2	LIGHT	718545.0	337283.0	1.0	0.598347	0.0	0.868983
40	Q9QZD9	Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	EIF3I	36836.7	7.64293	0.0	80	805	69	13	25	16	10	LIGHT	4.44379e+08	9.37609e+07	1.0	0.0805738	0.0	2.79328
41	Q9QZD8	Mitochondrial dicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a10 PE=1 SV=2	SLC25A10	32150.3	6.45573	0.0	85	509	24	11	13	5	4	LIGHT	1.69172e+07	1.58515e+06	1.0	0.0932781	0.0	0.036458
42	Q8R0I4	TM2 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Tm2d2 PE=2 SV=1	TM2D2	23522.4	5.95857	0.0	75	75	1	1	0	1	1	LIGHT	1.45223e+06	0.0	1.0	0.0	0.0	0.0
43	E9PZM4	Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1	CHD2	211644.0	4.51859	0.0	80	1039	37	12	27	1	1	LIGHT	475379.0	60606.3	1.0	0.12749	0.0	0.0
44	E9PZM7	SR-related CTD-associated factor 11 OS=Mus musculus OX=10090 GN=Scaf11 PE=1 SV=1	SCAF11	163939.0	6.37065	0.0	110	994	31	16	18	6	6	LIGHT	3.01606e+07	2.69199e+06	1.0	0.0883228	0.0	0.0504888
45	D3YUN3|F6QC77|Q9WUZ5	Troponin I, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=1|Troponin I, slow skeletal muscle (Fragment) OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=1|Troponin I, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=3	TNNI1	20001.6|21097.2|21855.6	5.86535	0.0214197	27	52	3	2	1	2	2	LIGHT	2.56483e+06	0.0	1.0	0.0	0.0	0.0
46	Q91YI0	Argininosuccinate lyase OS=Mus musculus OX=10090 GN=Asl PE=1 SV=1	ASL	51877.6	6.61098	0.0	101	899	39	18	22	5	5	LIGHT	2.49308e+07	1.7741e+06	1.0	0.0608332	0.0	0.773826
47	Q69Z99	Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Znf512 PE=2 SV=2	ZNF512	64950.8	6.41139	0.0	100	951	29	18	21	2	2	LIGHT	1.21476e+07	914853.0	1.0	0.0752956	0.0	0.000510059
48	Q5NCY0	Lysine-specific demethylase 6B OS=Mus musculus OX=10090 GN=Kdm6b PE=1 SV=1	KDM6B	177899.0	5.47934	0.0	89	796	19	16	12	3	3	LIGHT	1.93715e+06	801578.0	1.0	0.407191	0.0	0.164951
49	E9QKC6|Q3UHH4|Q9ESN6	Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1	TRIM2	85349.9|84347.4|82420.5	5.17963	0.0	67	315	9	7	6	2	2	LIGHT	592463.0	0.0	1.0	0.0	0.0	0.0
50	Q8BTU1	Cilia- and flagella-associated protein 20 OS=Mus musculus OX=10090 GN=Cfap20 PE=1 SV=1	CFAP20	22905.0	6.34901	0.000151768	52	123	5	3	2	2	2	LIGHT	7.47356e+06	2.10452e+06	1.0	0.293632	0.0	0.150604
51	Q8BTU7	RCC1 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rccd1 PE=2 SV=2	RCCD1	41192.1	5.34603	0.00125401	43	67	2	2	1	1	1	LIGHT	345554.0	0.0	1.0	0.0	0.0	0.0
52	Q9D5T0	ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1	ATAD1	41060.1	6.68394	0.000702445	44	286	22	9	6	8	7	LIGHT	4.1698e+07	1.02937e+07	1.0	0.173052	0.0	0.273503
53	Q6P5B5	Fragile X mental retardation syndrome-related protein 2 OS=Mus musculus OX=10090 GN=Fxr2 PE=1 SV=1	FXR2	74550.2	6.57153	0.0	140	1372	49	18	28	4	4	LIGHT	2.64502e+07	2.52014e+06	1.0	0.100085	0.0	0.0269684
54	A7VK13|Q91V57|Q91V57-2|Q91V57-3	Alpha2-chimerin OS=Mus musculus OX=10090 GN=Chn1 PE=1 SV=1|N-chimaerin OS=Mus musculus OX=10090 GN=Chn1 PE=1 SV=2|Isoform 2 of N-chimaerin OS=Mus musculus OX=10090 GN=Chn1|Isoform 3 of N-chimaerin OS=Mus musculus OX=10090 GN=Chn1	CHN1	46867.6|53786.1|38609.8|24308.5	5.16382	0.0	72	223	5	4	1	3	3	LIGHT	973877.0	0.0	1.0	0.0	0.0	0.0
55	P27467	Protein Wnt-3a OS=Mus musculus OX=10090 GN=Wnt3a PE=1 SV=1	WNT3A	40657.2	5.39511	0.0	72	201	9	4	3	2	2	LIGHT	771169.0	689944.0	1.0	0.892501	0.0	0.125022
56	Q3TLR7|Q3TLR7-2	Denticleless protein homolog OS=Mus musculus OX=10090 GN=Dtl PE=1 SV=2|Isoform 2 of Denticleless protein homolog OS=Mus musculus OX=10090 GN=Dtl	DTL	80563.7|80533.7	5.7584	0.0	97	384	9	8	4	4	4	LIGHT	3.43688e+06	2.38874e+06	1.0	0.689235	0.0	0.368118
57	Q8BGH2	Sorting and assembly machinery component 50 homolog OS=Mus musculus OX=10090 GN=Samm50 PE=1 SV=1	SAMM50	52230.4	6.74324	0.0	80	723	33	17	15	6	6	LIGHT	3.38163e+07	3.39273e+06	1.0	0.0875988	0.0	0.0677731
58	A0A1D5RLF1|Q8BGH4	Receptor expression-enhancing protein OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1|Receptor expression-enhancing protein 1 OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1	REEP1	32213.3|22384.4	5.21279	0.00603833	35	35	2	1	0	1	1	LIGHT	336625.0	0.0	1.0	0.0	0.0	0.0
59	Q8BGH7	CDC42 small effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42se2 PE=1 SV=1	CDC42SE2	9388.41	5.34688	0.0	72	72	9	1	3	1	1	LIGHT	480713.0	0.0	1.0	0.0	0.0	0.0
60	D3YUP8|Q8VEK6	Inhibitor of growth protein OS=Mus musculus OX=10090 GN=Ing3 PE=1 SV=1|Inhibitor of growth protein 3 OS=Mus musculus OX=10090 GN=Ing3 PE=1 SV=2	ING3	46097.9|47387.5	5.09075	0.0	112	445	13	7	7	1	1	LIGHT	1.47823e+06	297051.0	1.0	0.20095	0.0	0.0
61	Q8VEK0	Cell cycle control protein 50A OS=Mus musculus OX=10090 GN=Tmem30a PE=1 SV=1	TMEM30A	41377.0	5.62981	0.0	120	393	8	6	5	2	2	LIGHT	1.95901e+06	0.0	1.0	0.0	0.0	0.0
62	Q9Z1Z0	General vesicular transport factor p115 OS=Mus musculus OX=10090 GN=Uso1 PE=1 SV=2	USO1	108000.0	6.76374	0.0	118	1805	80	31	33	18	16	LIGHT	1.17317e+08	9.25913e+06	1.0	0.0750874	0.0	0.181823
63	A0A5F8MPW8|Q3U9D6	Exocyst complex component OS=Mus musculus OX=10090 GN=Exoc6 PE=1 SV=1|Exocyst complex component OS=Mus musculus OX=10090 GN=Exoc6 PE=1 SV=1	EXOC6	93798.6|94025.8	5.24806	0.0	86	390	18	7	10	1	1	LIGHT	264645.0	217565.0	1.0	0.822102	0.0	0.0
64	Q9Z1Z2	Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2	STRAP	38703.1	7.17335	0.0	91	825	52	15	11	14	10	LIGHT	2.55621e+08	1.89261e+07	1.0	0.0717186	0.0	0.109552
65	Q8C0V0	Serine/threonine-protein kinase tousled-like 1 OS=Mus musculus OX=10090 GN=Tlk1 PE=1 SV=2	TLK1	87140.2	6.26982	0.0	120	553	15	7	12	1	1	LIGHT	2.80749e+06	1.64394e+06	1.0	0.585554	0.0	0.0
66	B7ZC21|B7ZC22|O70139	cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1|cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1|cAMP-dependent protein kinase inhibitor gamma OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1	PKIG	5989.75|7535.39|7995.58	5.03431	0.000150105	51	51	2	1	0	1	1	LIGHT	205823.0	0.0	1.0	0.0	0.0	0.0
67	E9Q7E2	AT-rich interactive domain-containing protein 2 OS=Mus musculus OX=10090 GN=Arid2 PE=1 SV=1	ARID2	197520.0	6.29086	0.0	136	1370	41	26	27	6	6	LIGHT	1.39476e+07	2.60165e+06	1.0	0.110082	0.0	1.19826
68	###REV###A0A2I3BQ43|###REV###A0A2I3BQ48|###REV###A0JP53|###REV###D3YXJ0	Reverse sequence, was Diacylglycerol kinase OS=Mus musculus OX=10090 GN=Dgkh PE=1 SV=1|Reverse sequence, was Diacylglycerol kinase OS=Mus musculus OX=10090 GN=Dgkh PE=1 SV=1|Reverse sequence, was Diacylglycerol kinase OS=Mus musculus OX=10090 GN=Dgkh PE=1 SV=1|Reverse sequence, was Diacylglycerol kinase OS=Mus musculus OX=10090 GN=Dgkh PE=1 SV=1	###DGKH###	116293.0|132017.0|121789.0|129277.0	5.74606	0.0214197	27	51	4	1	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
69	O08919	Numb-like protein OS=Mus musculus OX=10090 GN=Numbl PE=1 SV=3	NUMBL	64774.5	5.74569	0.000162022	57	157	5	3	4	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
70	Q8CHW4	Translation initiation factor eIF-2B subunit epsilon OS=Mus musculus OX=10090 GN=Eif2b5 PE=1 SV=1	EIF2B5	80834.6	6.69293	0.000155473	54	291	14	8	7	2	2	LIGHT	1.92488e+07	4.19738e+06	1.0	0.3409	0.0	0.458671
71	P52293	Importin subunit alpha-1 OS=Mus musculus OX=10090 GN=Kpna2 PE=1 SV=2	KPNA2	58234.3	7.04667	0.0	163	1095	66	16	13	17	13	LIGHT	2.16674e+08	3.24658e+07	1.0	0.15405	0.0	0.207273
72	F8WGB3|Q9CZB0	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1|Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1	SDHC	14729.0|18598.0	5.96084	0.000567295	45	45	2	1	0	1	1	LIGHT	1.96511e+06	193235.0	1.0	0.0983326	0.0	0.0
73	Q9CZB6	Mediator of RNA polymerase II transcription subunit 7 OS=Mus musculus OX=10090 GN=Med7 PE=1 SV=2	MED7	27415.8	5.54354	0.000429	46	82	4	2	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
74	O35459	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Mus musculus OX=10090 GN=Ech1 PE=1 SV=1	ECH1	36437.3	5.22997	0.0	79	198	6	4	0	4	4	LIGHT	1.67552e+06	0.0	1.0	0.0	0.0	0.0
75	Q8BY02	NF-kappa-B-repressing factor OS=Mus musculus OX=10090 GN=Nkrf PE=2 SV=3	NKRF	78374.5	6.2693	0.0	67	989	32	23	18	7	7	LIGHT	1.06558e+08	5.72746e+06	1.0	0.11172	0.0	0.301568
76	Q91VT4	Carbonyl reductase family member 4 OS=Mus musculus OX=10090 GN=Cbr4 PE=1 SV=2	CBR4	25569.6	6.0119	0.0	92	298	9	6	5	2	2	LIGHT	3.56737e+06	1.89746e+06	1.0	1.38269	0.0	2.31267
77	E9QAF9|Q0VGY8	Protein TANC1 OS=Mus musculus OX=10090 GN=Tanc1 PE=1 SV=1|Protein TANC1 OS=Mus musculus OX=10090 GN=Tanc1 PE=1 SV=2	TANC1	202109.0|202846.0	5.47281	0.0	104	419	8	8	6	2	2	LIGHT	894019.0	1.96423e+06	1.0	2.1219	0.0	3.54896
78	Q5SSW2	Proteasome activator complex subunit 4 OS=Mus musculus OX=10090 GN=Psme4 PE=1 SV=1	PSME4	213456.0	6.49525	0.0	84	1479	48	32	25	11	11	LIGHT	3.92201e+07	5.04269e+06	1.0	0.0968452	0.0	2.93876
79	Q9CRC9|Q9CRC9-2	Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2 PE=1 SV=1|Isoform 2 of Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2	GNPDA2	31291.7|31121.6	6.16464	0.0	74	270	14	4	7	4	3	LIGHT	8.20537e+06	0.0	1.0	0.0	0.0	0.0
80	P62281	40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3	RPS11	18590.1	8.16474	0.0	79	745	120	15	36	18	11	LIGHT	1.28006e+09	6.77718e+07	1.0	0.0583058	0.0	0.0519132
81	Q8C5N5	Programmed cell death protein 2-like OS=Mus musculus OX=10090 GN=Pdcd2l PE=1 SV=1	PDCD2L	40898.5	5.91247	0.0	59	257	9	5	5	1	1	LIGHT	1.45323e+06	311935.0	1.0	0.21465	0.0	0.0
82	D3YZ57|P39688|P39688-2	Tyrosine-protein kinase OS=Mus musculus OX=10090 GN=Fyn PE=1 SV=1|Tyrosine-protein kinase Fyn OS=Mus musculus OX=10090 GN=Fyn PE=1 SV=4|Isoform 2 of Tyrosine-protein kinase Fyn OS=Mus musculus OX=10090 GN=Fyn	FYN	54734.2|61149.5|60534.0	5.69172	0.0	67	287	18	2	11	1	1	LIGHT	815623.0	188358.0	1.0	0.230938	0.0	0.0
