protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
13	P30282|S4R216	G1/S-specific cyclin-D3 OS=Mus musculus OX=10090 GN=Ccnd3 PE=1 SV=1|G1/S-specific cyclin-D3 OS=Mus musculus OX=10090 GN=Ccnd3 PE=1 SV=1	CCND3	33073.9|9905.86	5.35339	0.00680178	33	33	1	1	0	0	0	LIGHT	NA	NA	NA	NA	NA	NA
14	P53702	Cytochrome c-type heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=1 SV=2	HCCS	31300.0	5.54869	0.0	77	281	13	6	1	5	5	LIGHT	2.66906e+06	3.57005e+06	1.0	1.24839	0.0	0.571544
15	O08911	Mitogen-activated protein kinase 12 OS=Mus musculus OX=10090 GN=Mapk12 PE=1 SV=1	MAPK12	42187.6	5.8297	0.0	118	434	17	7	3	7	5	LIGHT	7.24703e+06	5.04242e+06	1.0	0.731869	0.0	0.259905
16	O08912	Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=Galnt1 PE=1 SV=1	GALNT1	65125.8	5.72138	0.0	72	412	16	8	4	6	6	LIGHT	3.38468e+06	5.09909e+06	1.0	1.49433	0.0	0.259503
17	O08915	AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1	AIP	38037.3	6.03956	0.0	65	262	13	6	2	6	6	LIGHT	7.21677e+06	8.7681e+06	1.0	1.22711	0.0	0.482706
18	G3UYU4|O08917	Flotillin OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1|Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1	FLOT1	42440.0|47768.7	5.36819	0.0	90	393	14	6	3	5	5	LIGHT	1.62804e+06	1.50519e+06	1.0	0.90642	0.0	0.238023
19	Q80WC3	Trinucleotide repeat-containing gene 18 protein OS=Mus musculus OX=10090 GN=Tnrc18 PE=1 SV=2	TNRC18	309100.0	5.80368	0.00148898	41	63	3	2	0	2	2	LIGHT	4.06399e+06	1.01281e+06	1.0	0.913785	0.0	1.26443
20	O88587|O88587-2	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2|Isoform Soluble of Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt	COMT	29695.4|24919.6	5.74122	0.0	52	172	8	4	0	5	4	LIGHT	5.10891e+06	3.01194e+06	1.0	0.59705	0.0	0.221156
21	A0A5F8MPX4|Q66GT5	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1|Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1	PTPMT1	28570.8|22099.6	5.02535	0.0130824	28	28	2	1	0	1	1	LIGHT	135491.0	165416.0	1.0	1.22086	0.0	0.0
22	P50427	Steryl-sulfatase OS=Mus musculus OX=10090 GN=Sts PE=1 SV=1	STS	67232.9	4.9972	0.0	55	155	7	3	2	1	1	LIGHT	165796.0	68004.5	1.0	0.410169	0.0	0.0
23	P59708	Splicing factor 3B subunit 6 OS=Mus musculus OX=10090 GN=Sf3b6 PE=1 SV=1	SF3B6	14689.6	5.94574	0.0	68	258	27	6	5	6	5	LIGHT	4.53679e+06	7.78858e+06	1.0	1.28973	0.0	0.896512
24	E9PYR1|F8VQK6	F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1|F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1	FBXL18	85911.9|79076.7	5.89552	0.0	62	538	30	12	6	14	12	LIGHT	8.83723e+06	1.16839e+07	1.0	1.2937	0.0	0.660129
25	F8VQK3	Guanylate cyclase 1, soluble, alpha 2 OS=Mus musculus OX=10090 GN=Gucy1a2 PE=1 SV=1	GUCY1A2	82918.7	4.75516	0.0	64	64	1	1	0	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
26	A0A1Y7VLZ7|E9Q7E9|Q3V3Q7	Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=2	PACS2	99185.1|98930.0|95671.2	5.13156	0.0	104	243	10	4	0	4	4	LIGHT	1.01092e+06	1.19246e+06	1.0	1.17377	0.0	0.284585
27	A0A0R4J177|Q3TVC7|Q3TVC7-3	Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1 PE=1 SV=1|Isoform 3 of Cyclin-D1-binding protein 1 OS=Mus musculus OX=10090 GN=Ccndbp1	CCNDBP1	42317.3|39730.4|43086.7	5.25627	0.00318748	38	73	2	2	1	1	1	LIGHT	828964.0	974442.0	1.0	1.17549	0.0	0.0
28	Q9D517	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus OX=10090 GN=Agpat3 PE=1 SV=2	AGPAT3	43951.8	5.02811	0.0	50	131	5	3	1	2	2	LIGHT	663204.0	467557.0	1.0	0.657804	0.0	0.117845
29	Q8K2M0	39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2	MRPL38	45286.8	5.8028	0.0	94	334	19	7	3	6	6	LIGHT	5.24871e+06	5.10421e+06	1.0	0.924391	0.0	1.90216
30	A0A2R8VHX5|Q8VD12|Q8VD12-2	Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Zfp385a PE=1 SV=1|Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a PE=1 SV=2|Isoform 2 of Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a	ZFP385A|ZNF385A	36600.3|40763.5|38653.3	5.25167	0.0	67	165	5	3	2	1	1	LIGHT	0.0	380192.0	1.0	inf	0.0	nan
31	A0A2R8VI30|A0A2R8VK70|A0A2R8W6P0|Q61735|Q61735-2	Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1|Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1|Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=1|Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=2|Isoform 2 of Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47	CD47	29838.7|35566.9|37898.9|33589.0|35921.0	5.27243	0.0	61	61	2	1	0	1	1	LIGHT	202641.0	412323.0	1.0	2.03475	0.0	0.0
32	Q05A80|Q05A80-2	Caprin-2 OS=Mus musculus OX=10090 GN=Caprin2 PE=1 SV=1|Isoform 2 of Caprin-2 OS=Mus musculus OX=10090 GN=Caprin2	CAPRIN2	115104.0|90258.9	5.12184	0.00204768	39	39	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
33	A0A286YDN1|Q8VC03	Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1|Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1	EML3	96746.0|96833.1	5.46481	0.0	99	439	15	7	1	6	6	LIGHT	2.36698e+06	2.43878e+06	1.0	0.996322	0.0	0.189654
34	Q8BGW5	SOSS complex subunit B2 OS=Mus musculus OX=10090 GN=Nabp1 PE=2 SV=1	NABP1	21906.2	4.99141	0.0	129	246	10	3	4	1	1	LIGHT	127171.0	185181.0	1.0	1.45616	0.0	0.0
35	Q3U3I9	Zinc finger protein 865 OS=Mus musculus OX=10090 GN=Znf865 PE=2 SV=1	ZNF865	114284.0	5.43787	0.000910609	43	144	6	4	1	3	3	LIGHT	1.03199e+06	1.33336e+06	1.0	1.3637	0.0	0.624588
36	A0A589P973|Q8CH77|Q8CH77-2	Neuron navigator 1 OS=Mus musculus OX=10090 GN=Nav1 PE=1 SV=1|Neuron navigator 1 OS=Mus musculus OX=10090 GN=Nav1 PE=1 SV=2|Isoform 2 of Neuron navigator 1 OS=Mus musculus OX=10090 GN=Nav1	NAV1	226855.0|203041.0|196574.0	5.70743	0.0	97	1190	39	21	14	11	11	LIGHT	2.3136e+06	6.46387e+06	1.0	2.76356	0.0	1.20762
37	A0A1B0GRI2	Zinc finger protein OS=Mus musculus OX=10090 GN=Gm35315 PE=4 SV=1	GM35315	68236.6	NA	0.0	94	308	31	0	9	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
38	D6RHP2|Q9QZD4	DNA repair endonuclease XPF OS=Mus musculus OX=10090 GN=Ercc4 PE=1 SV=1|DNA repair endonuclease XPF OS=Mus musculus OX=10090 GN=Ercc4 PE=1 SV=3	ERCC4	45310.7|104651.0	5.19246	0.0	54	138	9	4	3	2	2	LIGHT	743659.0	711162.0	1.0	1.13024	0.0	0.391854
39	Q9QZD9	Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	EIF3I	36836.7	6.97987	0.0	95	823	74	13	7	28	12	LIGHT	1.01946e+08	9.37065e+07	1.0	0.93558	0.0	0.682144
40	Q9QZD8	Mitochondrial dicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a10 PE=1 SV=2	SLC25A10	32150.3	6.02087	0.0	58	345	20	8	1	10	8	LIGHT	9.43123e+06	9.01187e+06	1.0	0.955639	0.0	0.211141
41	E9PZM4	Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1	CHD2	211644.0	4.36969	0.0	65	446	26	3	15	1	1	LIGHT	51043.2	59675.6	1.0	1.16912	0.0	0.0
42	Q91YI0	Argininosuccinate lyase OS=Mus musculus OX=10090 GN=Asl PE=1 SV=1	ASL	51877.6	6.17224	0.0	89	648	36	14	7	12	11	LIGHT	2.27851e+07	1.11586e+07	1.0	0.517287	0.0	0.226584
43	Q69Z99	Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Znf512 PE=2 SV=2	ZNF512	64950.8	6.03864	0.0	100	712	32	14	5	13	11	LIGHT	1.7137e+07	1.24231e+07	1.0	0.712557	0.0	0.238308
44	Q5NCY0	Lysine-specific demethylase 6B OS=Mus musculus OX=10090 GN=Kdm6b PE=1 SV=1	KDM6B	177899.0	5.40036	0.0	88	632	18	13	11	3	3	LIGHT	321804.0	1.44156e+06	1.0	4.58115	0.0	1.14246
45	E9QKC6|Q3UHH4|Q9ESN6	Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1	TRIM2	85349.9|84347.4|82420.5	4.77909	0.0	65	356	15	8	8	3	3	LIGHT	638017.0	1.18003e+06	1.0	2.0094	0.0	0.505163
46	E9PUL7	N-acetyltransferase 8 (GCN5-related) family member 1 OS=Mus musculus OX=10090 GN=Nat8f1 PE=4 SV=1	NAT8F1	26427.0	5.67684	0.00989026	30	30	1	1	0	1	1	LIGHT	519259.0	371969.0	1.0	0.716346	0.0	0.0
47	Q8BTU1	Cilia- and flagella-associated protein 20 OS=Mus musculus OX=10090 GN=Cfap20 PE=1 SV=1	CFAP20	22905.0	5.70969	0.0	53	101	7	3	4	2	2	LIGHT	1.93681e+06	1.55962e+06	1.0	0.758323	0.0	0.208233
48	Q8BTU7	RCC1 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rccd1 PE=2 SV=2	RCCD1	41192.1	4.98062	0.0	61	92	3	2	3	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
49	Q9D5T0	ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1	ATAD1	41060.1	6.38192	0.0	55	362	24	10	0	11	9	LIGHT	1.35282e+07	2.53796e+07	1.0	1.87581	0.0	0.374981
50	Q3UGR5	Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Hdhd2 PE=1 SV=2	HDHD2	28883.1	5.88928	0.0	55	189	9	4	1	4	3	LIGHT	4.7103e+06	2.50665e+06	1.0	0.5288	0.0	0.209294
51	A0A087WQD8|Q149C2	TRAF3-interacting protein 1 OS=Mus musculus OX=10090 GN=Traf3ip1 PE=1 SV=1|TRAF3-interacting protein 1 OS=Mus musculus OX=10090 GN=Traf3ip1 PE=1 SV=2	TRAF3IP1	74461.2|71222.6	4.78477	0.0117061	29	54	4	2	1	1	1	LIGHT	88265.0	115459.0	1.0	1.3081	0.0	0.0
52	P27467	Protein Wnt-3a OS=Mus musculus OX=10090 GN=Wnt3a PE=1 SV=1	WNT3A	40657.2	5.27213	0.0060241	34	56	2	2	0	2	2	LIGHT	0.0	566488.0	1.0	inf	0.0	nan
53	D3Z111|J3QP56|P97823|P97823-2	Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1 PE=1 SV=1|Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1 PE=1 SV=1|Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1 PE=1 SV=1|Isoform 2 of Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1	LYPLA1	21422.6|24053.0|25013.5|23693.8	6.24162	0.000469778	46	78	4	2	0	2	2	LIGHT	6.13728e+06	4.55194e+06	1.0	0.760796	0.0	0.0878007
54	Q8BGH2	Sorting and assembly machinery component 50 homolog OS=Mus musculus OX=10090 GN=Samm50 PE=1 SV=1	SAMM50	52230.4	6.23395	0.0	55	373	25	11	3	11	10	LIGHT	1.63271e+07	1.1136e+07	1.0	0.672062	0.0	0.24005
55	Q8BGH7	CDC42 small effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42se2 PE=1 SV=1	CDC42SE2	9388.41	4.88057	0.0130824	28	28	3	1	0	1	1	LIGHT	0.0	589717.0	1.0	inf	0.0	nan
56	D3YUP8|Q8VEK6	Inhibitor of growth protein OS=Mus musculus OX=10090 GN=Ing3 PE=1 SV=1|Inhibitor of growth protein 3 OS=Mus musculus OX=10090 GN=Ing3 PE=1 SV=2	ING3	46097.9|47387.5	4.98527	0.0	105	300	12	4	1	3	3	LIGHT	802762.0	1.14643e+06	1.0	1.39985	0.0	0.083496
57	Q8VEK0	Cell cycle control protein 50A OS=Mus musculus OX=10090 GN=Tmem30a PE=1 SV=1	TMEM30A	41377.0	5.55342	0.0	87	345	14	6	2	5	5	LIGHT	2.54198e+06	4.65142e+06	1.0	1.82392	0.0	0.284841
58	Q9Z1Z0	General vesicular transport factor p115 OS=Mus musculus OX=10090 GN=Uso1 PE=1 SV=2	USO1	108000.0	6.24361	0.0	102	1415	87	25	8	30	25	LIGHT	4.88583e+07	3.33694e+07	1.0	0.672064	0.0	0.230258
59	Q9Z1Z2	Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2	STRAP	38703.1	6.74935	0.0	112	846	55	15	3	21	14	LIGHT	8.31617e+07	7.02896e+07	1.0	0.856163	0.0	0.191518
60	Q8C0V0	Serine/threonine-protein kinase tousled-like 1 OS=Mus musculus OX=10090 GN=Tlk1 PE=1 SV=2	TLK1	87140.2	5.67453	0.0	116	369	15	3	6	2	2	LIGHT	1.43712e+06	1.73272e+06	1.0	1.2055	0.0	0.0513601
61	B7ZC21|B7ZC22|O70139	cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1|cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1|cAMP-dependent protein kinase inhibitor gamma OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1	PKIG	5989.75|7535.39|7995.58	4.93147	0.0	49	49	2	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
62	E9Q7E2	AT-rich interactive domain-containing protein 2 OS=Mus musculus OX=10090 GN=Arid2 PE=1 SV=1	ARID2	197520.0	6.03412	0.0	133	1457	62	28	9	22	20	LIGHT	1.33573e+07	1.55049e+07	1.0	1.1525	0.0	0.697976
63	P52293	Importin subunit alpha-1 OS=Mus musculus OX=10090 GN=Kpna2 PE=1 SV=2	KPNA2	58234.3	6.87388	0.0	141	1028	55	15	7	14	12	LIGHT	3.68519e+07	1.01544e+08	1.0	2.69217	0.0	1.48622
64	F8WGB3|Q9CZB0	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1|Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1	SDHC	14729.0|18598.0	5.87823	0.00928835	31	31	2	1	0	1	1	LIGHT	1.12217e+06	1.21832e+06	1.0	1.08568	0.0	0.0
65	Q9CZB6	Mediator of RNA polymerase II transcription subunit 7 OS=Mus musculus OX=10090 GN=Med7 PE=1 SV=2	MED7	27415.8	5.36828	0.0	57	103	7	2	0	2	2	LIGHT	1.33814e+06	1.76024e+06	1.0	1.27156	0.0	0.282896
66	A0A0J9YUG5|Q8BGM4|Q8BY07	Methyltransferase-like 27 (Fragment) OS=Mus musculus OX=10090 GN=Mettl27 PE=1 SV=3|Methyltransferase-like 27 OS=Mus musculus OX=10090 GN=Mettl27 PE=1 SV=1|Methyltransferase-like 27 OS=Mus musculus OX=10090 GN=Mettl27 PE=1 SV=1	METTL27	24137.1|26305.3|23086.5	5.66835	0.0	53	142	6	4	3	1	1	LIGHT	758772.0	413233.0	1.0	0.544607	0.0	0.0
67	Q8BY02	NF-kappa-B-repressing factor OS=Mus musculus OX=10090 GN=Nkrf PE=2 SV=3	NKRF	78374.5	5.86647	0.0	59	546	22	13	3	10	10	LIGHT	9.17656e+06	7.27035e+06	1.0	0.811454	0.0	0.320938
68	Q91VT4	Carbonyl reductase family member 4 OS=Mus musculus OX=10090 GN=Cbr4 PE=1 SV=2	CBR4	25569.6	5.54329	0.0	52	171	11	4	3	3	3	LIGHT	1.64387e+06	1.85369e+06	1.0	1.09207	0.0	0.182062
69	E9QAF9|Q0VGY8	Protein TANC1 OS=Mus musculus OX=10090 GN=Tanc1 PE=1 SV=1|Protein TANC1 OS=Mus musculus OX=10090 GN=Tanc1 PE=1 SV=2	TANC1	202109.0|202846.0	5.2553	0.0	73	225	8	4	4	2	2	LIGHT	0.0	688929.0	1.0	inf	0.0	nan
70	###REV###A0A0R4IZY1	Reverse sequence, was Probable E3 ubiquitin-protein ligase DTX2 OS=Mus musculus OX=10090 GN=Dtx2 PE=1 SV=1	###DTX2###	67992.8	5.39848	0.0244977	24	24	1	1	0	0	0	LIGHT	NA	NA	NA	NA	NA	NA
71	Q5SSW2	Proteasome activator complex subunit 4 OS=Mus musculus OX=10090 GN=Psme4 PE=1 SV=1	PSME4	213456.0	6.0911	0.0	77	1138	52	25	11	19	18	LIGHT	2.23603e+07	1.75143e+07	1.0	0.779553	0.0	0.293593
72	Q9CRC9|Q9CRC9-2	Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2 PE=1 SV=1|Isoform 2 of Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2	GNPDA2	31291.7|31121.6	5.48106	0.0	56	221	10	3	6	2	2	LIGHT	1.50861e+06	960723.0	1.0	0.625808	0.0	0.0344556
73	P62281	40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3	RPS11	18590.1	7.59126	0.0	75	569	93	13	20	21	11	LIGHT	4.47483e+08	2.66136e+08	1.0	0.598726	0.0	0.173181
74	D3YZ57|P39688|P39688-2	Tyrosine-protein kinase OS=Mus musculus OX=10090 GN=Fyn PE=1 SV=1|Tyrosine-protein kinase Fyn OS=Mus musculus OX=10090 GN=Fyn PE=1 SV=4|Isoform 2 of Tyrosine-protein kinase Fyn OS=Mus musculus OX=10090 GN=Fyn	FYN	54734.2|61149.5|60534.0	5.23785	0.0	54	236	17	3	6	2	2	LIGHT	0.0	791650.0	1.0	inf	0.0	nan
75	Q8BMD8	Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Mus musculus OX=10090 GN=Slc25a24 PE=1 SV=1	SLC25A24	53096.3	6.07826	0.0	117	470	22	11	4	11	9	LIGHT	1.34052e+07	5.79954e+06	1.0	0.453179	0.0	0.200046
76	A0A286YD72|A0A2C9F2E5|A0A589Q4M7|Q99246|Q99246-3|Q99246-4	Voltage-dependent L-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cacna1d PE=1 SV=2|Voltage-dependent L-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cacna1d PE=1 SV=2|Voltage-dependent L-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cacna1d PE=3 SV=1|Voltage-dependent L-type calcium channel subunit alpha-1D OS=Mus musculus OX=10090 GN=Cacna1d PE=1 SV=3|Isoform 2 of Voltage-dependent L-type calcium channel subunit alpha-1D OS=Mus musculus OX=10090 GN=Cacna1d|Isoform 3 of Voltage-dependent L-type calcium channel subunit alpha-1D OS=Mus musculus OX=10090 GN=Cacna1d	CACNA1D	247157.0|250711.0|244434.0|249640.0|245722.0|247740.0	5.63861	0.0173753	26	48	9	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
77	Q6PD19	Armadillo-like helical domain-containing protein 3 OS=Mus musculus OX=10090 GN=Armh3 PE=1 SV=2	ARMH3	79436.6	5.77216	0.00318748	38	183	9	6	0	7	6	LIGHT	3.62171e+06	3.932e+06	1.0	1.04177	0.0	0.424484
78	H3BIW9|Q6PD10	Kinase (Fragment) OS=Mus musculus OX=10090 GN=Ip6k1 PE=1 SV=1|Inositol hexakisphosphate kinase 1 OS=Mus musculus OX=10090 GN=Ip6k1 PE=2 SV=1	IP6K1	26807.0|49902.4	5.05839	0.00784476	32	32	2	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
79	###REV###Q8VBW5|###REV###Q8VBW5-2|###REV###Q8VBW5-3|###REV###Q8VBW5-4	Reverse sequence, was HMG box transcription factor BBX OS=Mus musculus OX=10090 GN=Bbx PE=1 SV=2|Reverse sequence, was Isoform 2 of HMG box transcription factor BBX OS=Mus musculus OX=10090 GN=Bbx|Reverse sequence, was Isoform 3 of HMG box transcription factor BBX OS=Mus musculus OX=10090 GN=Bbx|Reverse sequence, was Isoform 4 of HMG box transcription factor BBX OS=Mus musculus OX=10090 GN=Bbx	###BBX###	101746.0|92732.8|99465.0|84788.8	4.66935	0.0210375	25	25	1	1	0	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
80	Q5RJG1	Nucleolar protein 10 OS=Mus musculus OX=10090 GN=Nol10 PE=2 SV=1	NOL10	80597.5	6.32989	0.0	109	778	38	17	4	16	15	LIGHT	1.71506e+07	2.31793e+07	1.0	1.30591	0.0	0.805338
