protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
22	O88587|O88587-2	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2|Isoform Soluble of Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt	Comt	29695.4|24919.6	7.0035	0.000880902	48	152	10	4	6	1	1	LIGHT	1.94455e+07	1.69638e+06	1.0	0.0872379	0.0	0.0
23	E0CXW2|E9PUK2|Q80V03|Q80V03-2	Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5 PE=1 SV=1|Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5 PE=1 SV=1|Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5 PE=2 SV=2|Isoform 2 of Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5	Adck5	65007.4|67154.8|67124.8|52687.2	6.01143	0.000537153	49	81	2	2	1	1	1	LIGHT	1.66507e+06	310973.0	1.0	0.186763	0.0	0.0
24	A0A1D5RM83	IQ motif and SEC7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Iqsec1 PE=1 SV=1	Iqsec1	118712.0	5.62324	0.000880902	48	143	5	3	2	2	2	LIGHT	1.15347e+06	0.0	1.0	0.0	0.0	0.0
25	Q8BZM1	Glomulin OS=Mus musculus OX=10090 GN=Glmn PE=1 SV=1	Glmn	68624.6	6.5761	0.0	105	548	17	11	10	4	3	LIGHT	3.40534e+07	2.21406e+06	1.0	0.0647915	0.0	0.0342627
26	Q9CZ62|Q9CZ62-2	Centrosomal protein of 97 kDa OS=Mus musculus OX=10090 GN=Cep97 PE=1 SV=1|Isoform 2 of Centrosomal protein of 97 kDa OS=Mus musculus OX=10090 GN=Cep97	Cep97	95722.4|87868.2	6.5332	0.0	61	106	4	2	1	2	2	LIGHT	1.1681e+07	1.47113e+06	1.0	0.125876	0.0	0.00253471
27	A0A5F8MPX4|Q66GT5	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1|Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1	Ptpmt1	28570.8|22099.6	5.94366	0.0	79	79	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
28	Q4G5Y1	Kelch domain-containing protein 2 OS=Mus musculus OX=10090 GN=Klhdc2 PE=2 SV=3	Klhdc2	46506.4	5.60347	0.00423928	39	63	3	2	0	2	2	LIGHT	1.32042e+06	1.28115e+06	1.0	1.02477	0.0	0.332046
29	E9PYR1|F8VQK6	F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1|F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1	Fbxl18	85911.9|79076.7	6.19127	0.0	59	286	10	7	4	5	4	LIGHT	1.52118e+07	2.84267e+06	1.0	0.183701	0.0	0.0539376
30	F8VQK3	Guanylate cyclase 1, soluble, alpha 2 OS=Mus musculus OX=10090 GN=Gucy1a2 PE=1 SV=1	Gucy1a2	82918.7	5.70591	0.0	74	160	8	4	2	3	3	LIGHT	4.53375e+06	2.78167e+06	1.0	0.610617	0.0	0.0330874
31	A0A1Y7VLZ7|E9Q7E9|Q3V3Q7	Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=2	Pacs2	99185.1|98930.0|95671.2	5.65687	0.0109251	29	52	4	2	2	1	1	LIGHT	643939.0	0.0	1.0	0.0	0.0	0.0
32	Q7M724	Taste receptor type 2 member 106 OS=Mus musculus OX=10090 GN=Tas2r106 PE=2 SV=1	Tas2r106	36101.8	7.08474	0.00720694	33	33	2	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
33	A2AE89|P10649	Glutathione S-transferase Mu 1 OS=Mus musculus OX=10090 GN=Gstm1 PE=1 SV=2|Glutathione S-transferase Mu 1 OS=Mus musculus OX=10090 GN=Gstm1 PE=1 SV=2	Gstm1	28708.6|26067.1	7.0788	0.0	92	557	29	8	9	7	6	LIGHT	1.40866e+08	8.5715e+06	1.0	0.0637596	0.0	0.0548553
34	P62880	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus OX=10090 GN=Gnb2 PE=1 SV=3	Gnb2	38048.3	7.33561	0.0	94	406	19	3	13	1	1	LIGHT	4.30361e+07	4.72012e+06	1.0	0.109678	0.0	0.0
35	E9PUC3|Q9D518	Protein FAM227B OS=Mus musculus OX=10090 GN=Fam227b PE=1 SV=1|Protein FAM227B OS=Mus musculus OX=10090 GN=Fam227b PE=2 SV=3	Fam227b	63239.4|63087.4	5.79734	0.00720694	33	92	4	2	2	2	2	LIGHT	3.46478e+06	8.04849e+06	1.0	3.81222	0.0	6.60598
36	A0A2R8VHX5|Q8VD12|Q8VD12-2	Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Zfp385a PE=1 SV=1|Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a PE=1 SV=2|Isoform 2 of Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a	Zfp385a|Znf385a	36600.3|40763.5|38653.3	5.78422	0.0	87	117	2	2	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
37	O88665	Bromodomain-containing protein 7 OS=Mus musculus OX=10090 GN=Brd7 PE=1 SV=1	Brd7	74524.1	6.51782	0.0	88	320	11	7	4	4	4	LIGHT	4.61255e+07	5.92153e+06	1.0	0.124341	0.0	0.0564999
38	E9Q507|K4DI71|Q9DB00	GON-4-like protein OS=Mus musculus OX=10090 GN=Gon4l PE=1 SV=1|GON-4-like protein OS=Mus musculus OX=10090 GN=Gon4l PE=1 SV=1|GON-4-like protein OS=Mus musculus OX=10090 GN=Gon4l PE=1 SV=3	Gon4l	248777.0|248918.0|250811.0	5.8589	0.0	74	169	6	4	2	2	2	LIGHT	2.51884e+06	1.39482e+06	1.0	0.580433	0.0	0.18664
39	Q9DB05	Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1	Napa	33624.4	7.04279	0.0	88	532	31	10	8	9	7	LIGHT	1.08281e+08	1.39119e+07	1.0	0.123128	0.0	0.671703
40	A0A0A6YVZ7|Q8C735|Q8C735-2	Protein lin-9 homolog OS=Mus musculus OX=10090 GN=Lin9 PE=1 SV=1|Protein lin-9 homolog OS=Mus musculus OX=10090 GN=Lin9 PE=1 SV=2|Isoform 2 of Protein lin-9 homolog OS=Mus musculus OX=10090 GN=Lin9	Lin9	64097.0|62233.0|58279.1	6.06036	0.00527786	38	139	4	4	1	3	3	LIGHT	6.58429e+06	0.0	1.0	0.0	0.0	0.0
41	A0A286YDN1|Q8VC03	Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1|Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1	Eml3	96746.0|96833.1	6.43723	0.0	122	497	14	9	4	5	5	LIGHT	1.48777e+07	6.13475e+06	1.0	0.118009	0.0	1.11435
42	Q8BW87	AP complex subunit sigma OS=Mus musculus OX=10090 GN=Ap1s2 PE=1 SV=1	Ap1s2	19369.1	6.66162	0.00986419	30	80	3	3	0	3	3	LIGHT	2.29469e+07	0.0	1.0	0.0	0.0	0.0
43	Q80ZJ6|Q80ZJ6-2	Protein zer-1 homolog OS=Mus musculus OX=10090 GN=Zer1 PE=1 SV=1|Isoform 2 of Protein zer-1 homolog OS=Mus musculus OX=10090 GN=Zer1	Zer1	90500.8|89107.0	5.82173	0.00698158	34	58	3	2	1	2	2	LIGHT	1.90923e+06	1.15294e+06	1.0	0.618012	0.0	0.0507881
44	A0A1Y7VK00	Zinc finger protein 825 OS=Mus musculus OX=10090 GN=Zfp825 PE=1 SV=1	Zfp825	35141.4	5.61915	0.00352564	41	144	4	3	3	1	1	LIGHT	1.59889e+06	0.0	1.0	0.0	0.0	0.0
45	Q8BGW1	Alpha-ketoglutarate-dependent dioxygenase FTO OS=Mus musculus OX=10090 GN=Fto PE=1 SV=1	Fto	58825.0	6.98332	0.0	58	381	23	9	3	9	8	LIGHT	6.68754e+07	1.88983e+07	1.0	0.214394	0.0	1.00384
46	H7BX95|Q6PDM2	Serine/arginine-rich-splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=1|Serine/arginine-rich splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=3	Srsf1	28426.0|27841.9	7.91043	0.0	96	730	100	11	28	12	8	LIGHT	1.16228e+09	5.58042e+07	1.0	0.0380174	0.0	0.224696
47	Q3U3I9	Zinc finger protein 865 OS=Mus musculus OX=10090 GN=Znf865 PE=2 SV=1	Znf865	114284.0	5.71003	0.0	222	405	8	6	4	2	2	LIGHT	1.54135e+06	314520.0	1.0	0.202948	0.0	0.0460931
48	Q8BLF1	Neutral cholesterol ester hydrolase 1 OS=Mus musculus OX=10090 GN=Nceh1 PE=1 SV=1	Nceh1	45938.7	6.09548	0.0	72	184	6	3	3	2	2	LIGHT	4.95521e+06	288458.0	1.0	0.0582966	0.0	0.000522058
49	Q99PQ2|Q99PQ2-2	E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11 PE=1 SV=1|Isoform 2 of E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11	Trim11	53629.7|55533.6	6.13002	0.000880902	48	74	2	2	1	1	1	LIGHT	1.94603e+06	995192.0	1.0	0.511397	0.0	0.0
50	Q499E6	Uncharacterized protein C1orf109 homolog OS=Mus musculus OX=10090 GN=C1orf109 PE=2 SV=1	C1orf109	24654.6	6.091	0.0	78	166	4	3	3	1	1	LIGHT	2.03494e+06	126142.0	1.0	0.061988	0.0	0.0
51	O88935|O88935-1|O88935-3	Synapsin-1 OS=Mus musculus OX=10090 GN=Syn1 PE=1 SV=2|Isoform Ib of Synapsin-1 OS=Mus musculus OX=10090 GN=Syn1|Isoform 3 of Synapsin-1 OS=Mus musculus OX=10090 GN=Syn1	Syn1	74222.6|70162.5|71610.3	5.46592	0.00720694	33	33	3	1	1	1	1	LIGHT	661110.0	0.0	1.0	0.0	0.0	0.0
52	D3Z0Q4|D3Z4L1	Methenyltetrahydrofolate synthase domain-containing protein OS=Mus musculus OX=10090 GN=Mthfsd PE=1 SV=1|Methenyltetrahydrofolate synthase domain-containing protein OS=Mus musculus OX=10090 GN=Mthfsd PE=4 SV=1	Mthfsd	32914.1|35250.2	5.77941	0.0	79	133	2	2	1	1	1	LIGHT	1.13059e+06	0.0	1.0	0.0	0.0	0.0
53	E9Q7K9|Q3U2U7	Methyltransferase-like protein 17, mitochondrial OS=Mus musculus OX=10090 GN=Mettl17 PE=1 SV=1|Methyltransferase-like protein 17, mitochondrial OS=Mus musculus OX=10090 GN=Mettl17 PE=2 SV=2	Mettl17	55780.5|52655.1	6.5387	0.00104004	47	130	4	3	1	2	2	LIGHT	1.17399e+07	1.72235e+06	1.0	0.150685	0.0	0.019062
54	A0A2I3BPP1|Q3UHB2|Q61037-6	Tuberin OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1|Tuberin OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1|Isoform E of Tuberin OS=Mus musculus OX=10090 GN=Tsc2	Tsc2	200891.0|203467.0|200955.0	5.75073	0.0	83	567	22	14	16	3	3	LIGHT	3.45986e+06	658508.0	1.0	0.211199	0.0	0.072855
55	E9Q1I3|Q5DTV4	Probable ribonuclease ZC3H12C OS=Mus musculus OX=10090 GN=Zc3h12c PE=1 SV=1|Probable ribonuclease ZC3H12C OS=Mus musculus OX=10090 GN=Zc3h12c PE=1 SV=2	Zc3h12c	102048.0|100394.0	5.85748	0.0205656	23	23	1	1	0	1	1	LIGHT	0.0	1.39701e+06	1.0	inf	0.0	nan
56	Q9QZD9	Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	Eif3i	36836.7	7.97135	0.0	100	614	60	9	19	14	9	LIGHT	9.92404e+08	1.05904e+08	1.0	0.0942699	0.0	3.28004
57	Q9QZD8	Mitochondrial dicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a10 PE=1 SV=2	Slc25a10	32150.3	6.76902	0.00059512	55	337	17	8	5	5	5	LIGHT	4.33282e+07	5.51875e+06	1.0	0.112446	0.0	0.0815164
58	A2AQ25|E9QAU4	Sickle tail protein OS=Mus musculus OX=10090 GN=Skt PE=1 SV=1|Enhancer trap locus 4 OS=Mus musculus OX=10090 GN=Etl4 PE=1 SV=1	Skt|Etl4	213874.0|219394.0	6.06577	0.0	103	851	22	19	12	8	8	LIGHT	1.24674e+07	2.19849e+06	1.0	0.182728	0.0	0.053256
59	A0A1W2P715|Q9DBB1	Dual-specificity protein phosphatase 6 OS=Mus musculus OX=10090 GN=Dusp6 PE=1 SV=1|Dual specificity protein phosphatase 6 OS=Mus musculus OX=10090 GN=Dusp6 PE=1 SV=1	Dusp6	27011.4|43008.2	5.67434	0.00698158	34	34	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
60	A2ARQ6	Serine incorporator 4 OS=Mus musculus OX=10090 GN=Serinc4 PE=4 SV=1	Serinc4	48111.3	5.65239	0.016191	25	25	1	1	0	1	1	LIGHT	597409.0	0.0	1.0	0.0	0.0	0.0
61	Q9Z277	Tyrosine-protein kinase BAZ1B OS=Mus musculus OX=10090 GN=Baz1b PE=1 SV=2	Baz1b	172197.0	7.40944	0.0	107	1690	58	34	15	32	25	LIGHT	6.84388e+08	7.77373e+07	1.0	0.0922435	0.0	0.396761
62	E9Q2C0	Cilia and flagella-associated protein 46 OS=Mus musculus OX=10090 GN=Cfap46 PE=1 SV=2	Cfap46	305355.0	5.09783	0.00612651	37	69	4	2	3	1	1	LIGHT	0.0	150232.0	1.0	inf	0.0	nan
63	Q6P1H4|Q9WVL6	Exostoses (Multiple)-like 3 OS=Mus musculus OX=10090 GN=Extl3 PE=1 SV=1|Exostosin-like 3 OS=Mus musculus OX=10090 GN=Extl3 PE=1 SV=2	Extl3	105498.0|105433.0	5.65376	0.00352564	41	64	3	2	1	2	2	LIGHT	1.74422e+06	312973.0	1.0	0.192639	0.0	0.0352516
64	Q9WVL3	Solute carrier family 12 member 7 OS=Mus musculus OX=10090 GN=Slc12a7 PE=1 SV=1	Slc12a7	120715.0	6.77347	0.0	106	568	23	10	6	7	7	LIGHT	4.06439e+07	4.01312e+06	1.0	0.105804	0.0	0.0363437
65	E9QJX9|Q9QXJ2|Q9WVL2	Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat2 PE=1 SV=2|Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat2 PE=1 SV=1|Signal transducer and activator of transcription 2 OS=Mus musculus OX=10090 GN=Stat2 PE=1 SV=1	Stat2	105847.0|105719.0|105807.0	5.66632	0.000205592	57	200	6	5	4	2	2	LIGHT	1.69566e+06	274967.0	1.0	0.163476	0.0	0.0617499
66	E9PZM4	Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1	Chd2	211644.0	6.70741	0.0	67	918	43	12	23	7	7	LIGHT	3.67814e+07	4.10783e+06	1.0	0.106331	0.0	0.0210763
67	E9PZM7	SR-related CTD-associated factor 11 OS=Mus musculus OX=10090 GN=Scaf11 PE=1 SV=1	Scaf11	163939.0	6.90212	0.0	86	564	26	9	10	8	6	LIGHT	6.97701e+07	9.51419e+06	1.0	0.122395	0.0	0.28576
68	G3X9Y5	Ubiquitin conjugation factor E4 A OS=Mus musculus OX=10090 GN=Ube4a PE=1 SV=1	Ube4a	125523.0	6.23298	0.0	78	246	9	6	2	4	4	LIGHT	1.25704e+07	1.81047e+06	1.0	0.129101	0.0	0.101227
69	Q91Z67	SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Srgap2 PE=1 SV=2	Srgap2	121920.0	6.88523	0.0	91	991	36	18	10	13	13	LIGHT	1.14335e+08	1.44309e+07	1.0	0.126257	0.0	0.0916876
70	A0A1L1SQN1|A0A1L1SSL7|Q8R0A2|Q8R0A2-2	Zinc finger and BTB domain-containing protein 44 (Fragment) OS=Mus musculus OX=10090 GN=Zbtb44 PE=1 SV=1|Zinc finger and BTB domain-containing protein 44 OS=Mus musculus OX=10090 GN=Zbtb44 PE=1 SV=1|Zinc finger and BTB domain-containing protein 44 OS=Mus musculus OX=10090 GN=Zbtb44 PE=1 SV=2|Isoform 2 of Zinc finger and BTB domain-containing protein 44 OS=Mus musculus OX=10090 GN=Zbtb44	Zbtb44	67182.5|69609.8|50884.9|48761.8	5.32104	0.016191	25	25	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
71	O70274	Protein tyrosine phosphatase type IVA 2 OS=Mus musculus OX=10090 GN=Ptp4a2 PE=1 SV=1	Ptp4a2	19513.9	5.91791	0.0	87	229	10	2	6	1	1	LIGHT	1.66377e+06	0.0	1.0	0.0	0.0	0.0
72	A0A0J9YTU9|Q69Z99	Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Zfp512 PE=1 SV=1|Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Znf512 PE=2 SV=2	Zfp512|Znf512	58458.7|64950.8	7.12801	0.0	93	667	27	14	13	5	5	LIGHT	8.48732e+07	7.48332e+06	1.0	0.0886182	0.0	0.307718
73	P56528	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 OS=Mus musculus OX=10090 GN=Cd38 PE=1 SV=2	Cd38	35126.6	5.35673	0.0	82	129	4	3	0	3	3	LIGHT	2.79082e+06	0.0	1.0	0.0	0.0	0.0
74	Q5NCY0	Lysine-specific demethylase 6B OS=Mus musculus OX=10090 GN=Kdm6b PE=1 SV=1	Kdm6b	177899.0	6.18347	0.0	62	330	14	9	2	7	7	LIGHT	1.26169e+07	6.79361e+06	1.0	0.433379	0.0	0.49281
75	E9QKC6|Q3UHH4|Q9ESN6	Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1	Trim2	85349.9|84347.4|82420.5	5.5695	0.000880902	48	72	3	2	0	2	2	LIGHT	1.42198e+06	667486.0	1.0	0.481766	0.0	0.0819429
76	A0A1L1SSA8|Q91XE8	Transmembrane protein 205 (Fragment) OS=Mus musculus OX=10090 GN=Tmem205 PE=1 SV=1|Transmembrane protein 205 OS=Mus musculus OX=10090 GN=Tmem205 PE=1 SV=1	Tmem205	19827.5|21451.4	6.76772	0.00104004	47	98	3	3	1	2	2	LIGHT	1.658e+07	1.79426e+06	1.0	0.108219	0.0	8.66503e-06
77	Q8BTU1	Cilia- and flagella-associated protein 20 OS=Mus musculus OX=10090 GN=Cfap20 PE=1 SV=1	Cfap20	22905.0	6.58284	0.0	58	85	3	2	1	2	2	LIGHT	1.87982e+07	4.8792e+06	1.0	0.712912	0.0	1.1477
78	Q5U4C3	Splicing factor, arginine/serine-rich 19 OS=Mus musculus OX=10090 GN=Scaf1 PE=1 SV=1	Scaf1	134388.0	6.60656	0.0	95	369	9	6	5	3	3	LIGHT	2.29294e+07	3.01037e+06	1.0	0.125677	0.0	0.0703325
79	P10630|P10630-2|Q8BTU6	Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=2|Isoform 2 of Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2|Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=1	Eif4a2	46600.9|46687.9|41492.2	7.06341	0.0	96	1007	154	7	67	8	7	LIGHT	1.40821e+08	1.26255e+07	1.0	0.0903612	0.0	0.0311187
