protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
15	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	MCM6	93800.6	8.07125	0.0	188	2104	131	36	37	45	29	LIGHT	2.20035e+09	2.85295e+08	1.0	0.115745	0.0	0.171772
16	Q9H867|Q9H867-1|Q9H867-3|Q9H867-5	Protein-lysine methyltransferase METTL21D OS=Homo sapiens OX=9606 GN=VCPKMT PE=1 SV=2|Isoform 1 of Protein-lysine methyltransferase METTL21D OS=Homo sapiens OX=9606 GN=VCPKMT|Isoform 3 of Protein-lysine methyltransferase METTL21D OS=Homo sapiens OX=9606 GN=VCPKMT|Isoform 5 of Protein-lysine methyltransferase METTL21D OS=Homo sapiens OX=9606 GN=VCPKMT	VCPKMT	26075.2|15612.1|9421.82|21705.9	5.13125	0.0215728	24	24	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
17	Q92597	Protein NDRG1 OS=Homo sapiens OX=9606 GN=NDRG1 PE=1 SV=1	NDRG1	43263.9	6.07542	0.000513699	55	97	5	2	2	1	1	LIGHT	8.39347e+06	3.64777e+06	1.0	0.434596	0.0	0.0
18	###REV###A0A2R8Y4E6|###REV###O95263|###REV###O95263-3|###REV###O95263-4|###REV###O95263-6	Reverse sequence, was Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE8B PE=3 SV=1|Reverse sequence, was High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B PE=1 SV=2|Reverse sequence, was Isoform 3 of High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B|Reverse sequence, was Isoform 4 of High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B|Reverse sequence, was Isoform 6 of High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B OS=Homo sapiens OX=9606 GN=PDE8B	###PDE8B###	87549.5|100456.0|94527.8|98249.6|95097.0	7.87951	0.0276141	21	21	5	1	2	2	1	LIGHT	1.08806e+08	1.55895e+07	1.0	0.155433	0.0	0.0229183
19	O75600|O75600-2	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Homo sapiens OX=9606 GN=GCAT PE=1 SV=1|Isoform 2 of 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Homo sapiens OX=9606 GN=GCAT	GCAT	45826.4|48627.9	6.01915	0.000513699	55	98	3	2	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
20	Q9Y5S2	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens OX=9606 GN=CDC42BPB PE=1 SV=2	CDC42BPB	196189.0	6.79588	0.0	97	1854	75	29	34	21	21	LIGHT	1.21042e+08	3.37694e+07	1.0	0.286151	0.0	0.182659
21	A0A0C4DFR3|C9JKQ0|Q9NQR1|Q9NQR1-2	N-lysine methyltransferase KMT5A OS=Homo sapiens OX=9606 GN=KMT5A PE=1 SV=1|N-lysine methyltransferase KMT5A (Fragment) OS=Homo sapiens OX=9606 GN=KMT5A PE=1 SV=1|N-lysine methyltransferase KMT5A OS=Homo sapiens OX=9606 GN=KMT5A PE=1 SV=3|Isoform 2 of N-lysine methyltransferase KMT5A OS=Homo sapiens OX=9606 GN=KMT5A	KMT5A	36708.7|34459.6|43376.2|39597.3	5.68732	0.0175372	26	26	1	1	0	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
22	Q9NY97|Q9NY97-2	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2 PE=1 SV=2|Isoform 2 of N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2	B3GNT2	46391.7|45854.3	5.50065	0.0	76	168	9	4	1	4	4	LIGHT	7.00142e+06	5.23755e+06	1.0	0.839205	0.0	0.693058
23	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4	PPP1R13L	89377.9	6.18201	0.0	69	210	5	5	1	4	4	LIGHT	7.84049e+06	0.0	1.0	0.0	0.0	0.0
24	G3V1M0|Q9Y5A6	Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2|Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2	ZSCAN21	50390.6|54764.8	5.41781	0.000972447	51	89	16	1	8	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
25	Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens OX=9606 GN=FHL3 PE=1 SV=4	FHL3	33166.4	6.78901	0.0	112	323	11	7	4	5	4	LIGHT	4.21846e+07	1.40062e+07	1.0	0.349792	0.0	0.127711
26	Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2	YTHDF2	62466.7	7.4697	0.0	134	891	48	10	13	10	8	LIGHT	2.54746e+08	7.25906e+07	1.0	0.297019	0.0	0.133107
27	Q9ULV0	Unconventional myosin-Vb OS=Homo sapiens OX=9606 GN=MYO5B PE=1 SV=3	MYO5B	215135.0	5.57563	0.0	70	386	12	8	10	1	1	LIGHT	745412.0	142849.0	1.0	0.191638	0.0	0.0
28	Q02127	Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3	DHODH	42840.9	6.7225	0.0	81	571	20	12	4	9	8	LIGHT	5.84991e+07	5.55124e+07	1.0	0.103105	0.0	6.2519
29	A0A494C1T9|J3KPS2|Q6ZRV2	Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=1|Protein FAM83H (Fragment) OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=1|Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=3	FAM83H	149592.0|96675.9|127557.0	5.50986	0.0	87	328	11	7	5	3	3	LIGHT	2.40558e+06	1.30455e+06	1.0	0.455367	0.0	0.158848
30	A0A0A0MRC4|A0A0A0MSK4|Q86YR5|Q86YR5-4	G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1 PE=1 SV=2|G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1 PE=1 SV=1|G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1 PE=1 SV=2|Isoform 4 of G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1	GPSM1	78862.6|75063.4|75091.4|72718.1	5.37548	0.00221402	43	83	4	3	2	1	1	LIGHT	760491.0	0.0	1.0	0.0	0.0	0.0
31	###REV###O60308|###REV###O60308-3	Reverse sequence, was Centrosomal protein of 104 kDa OS=Homo sapiens OX=9606 GN=CEP104 PE=1 SV=1|Reverse sequence, was Isoform 3 of Centrosomal protein of 104 kDa OS=Homo sapiens OX=9606 GN=CEP104	###CEP104###	105522.0|63603.6	6.64306	0.0215728	24	47	3	2	0	1	1	LIGHT	0.0	52999.8	1.0	inf	0.0	nan
32	C9JBY7|Q9Y291	28S ribosomal protein S33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS33 PE=1 SV=1|28S ribosomal protein S33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS33 PE=1 SV=1	MRPS33	11449.1|12620.7	6.59763	0.000347947	56	130	7	3	1	4	3	LIGHT	2.56785e+07	3.19284e+06	1.0	0.121251	0.0	0.0702574
33	Q9Y296	Trafficking protein particle complex subunit 4 OS=Homo sapiens OX=9606 GN=TRAPPC4 PE=1 SV=1	TRAPPC4	24438.6	6.50206	0.000972447	51	273	12	8	5	4	4	LIGHT	2.68204e+07	8.08737e+06	1.0	0.304506	0.0	0.134469
34	Q9Y294	Histone chaperone ASF1A OS=Homo sapiens OX=9606 GN=ASF1A PE=1 SV=1	ASF1A	23125.2	6.92253	0.0	81	193	6	3	2	2	2	LIGHT	4.33455e+07	1.00504e+07	1.0	0.247427	0.0	0.0440448
35	Q9Y295	Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1	DRG1	40801.9	7.3538	0.0	125	1029	46	15	19	11	9	LIGHT	2.04996e+08	3.54966e+07	1.0	0.170496	0.0	0.0562344
36	O75420	GRB10-interacting GYF protein 1 OS=Homo sapiens OX=9606 GN=GIGYF1 PE=1 SV=2	GIGYF1	115044.0	5.96543	0.0	65	339	18	8	3	6	6	LIGHT	9.85336e+06	2.81532e+07	1.0	0.277046	0.0	24.8811
37	###REV###Q9UK96	Reverse sequence, was F-box only protein 10 OS=Homo sapiens OX=9606 GN=FBXO10 PE=1 SV=3	###FBXO10###	106669.0	5.10315	0.029523	20	39	2	2	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
38	O75427	Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens OX=9606 GN=LRCH4 PE=1 SV=2	LRCH4	74089.3	5.92069	0.0	83	192	6	4	2	2	2	LIGHT	3.71367e+06	1.27403e+06	1.0	0.374298	0.0	0.141979
39	O00506	Serine/threonine-protein kinase 25 OS=Homo sapiens OX=9606 GN=STK25 PE=1 SV=1	STK25	48309.9	6.0646	0.0	60	137	12	1	6	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
40	O00507	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y OS=Homo sapiens OX=9606 GN=USP9Y PE=2 SV=2	USP9Y	294370.0	5.69903	0.0	74	1219	76	2	46	1	1	LIGHT	5.29275e+06	1.1634e+06	1.0	0.21981	0.0	0.0
41	O00505	Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	KPNA3	58288.0	6.97589	0.0	92	627	43	6	14	8	4	LIGHT	1.35155e+08	2.53736e+07	1.0	0.192051	0.0	0.0891861
42	Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606 GN=GSPT2 PE=1 SV=2	GSPT2	69466.8	6.90619	0.0	104	911	60	5	30	5	5	LIGHT	6.54376e+07	5.83938e+06	1.0	0.0859263	0.0	0.11127
43	Q9H0M0|Q9H0M0-3	NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Homo sapiens OX=9606 GN=WWP1 PE=1 SV=1|Isoform 3 of NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Homo sapiens OX=9606 GN=WWP1	WWP1	105991.0|92174.5	5.71641	0.000513699	55	327	19	7	10	3	3	LIGHT	2.78132e+06	1.80041e+06	1.0	0.621988	0.0	0.120736
44	Q8IVD9	NudC domain-containing protein 3 OS=Homo sapiens OX=9606 GN=NUDCD3 PE=1 SV=3	NUDCD3	40853.7	6.59203	0.0	124	436	17	9	5	8	6	LIGHT	2.75093e+07	7.66664e+06	1.0	0.3227	0.0	0.286611
45	A0A087WT99|E9PJU8|Q9H0W9|Q9H0W9-2|Q9H0W9-4	Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54 PE=1 SV=1|Ester hydrolase C11orf54 (Fragment) OS=Homo sapiens OX=9606 GN=C11orf54 PE=1 SV=1|Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54 PE=1 SV=1|Isoform 2 of Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54|Isoform 4 of Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54	C11orf54	29006.7|21444.5|35607.8|33532.9|23500.5	6.74689	0.000961693	50	83	6	1	3	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
46	P68543	UBX domain-containing protein 2A OS=Homo sapiens OX=9606 GN=UBXN2A PE=1 SV=1	UBXN2A	29488.1	5.7495	0.00221402	43	76	3	2	1	1	1	LIGHT	1.47299e+06	1.2183e+06	1.0	0.827098	0.0	0.0
47	Q9UI26|Q9UI26-2	Importin-11 OS=Homo sapiens OX=9606 GN=IPO11 PE=1 SV=1|Isoform 2 of Importin-11 OS=Homo sapiens OX=9606 GN=IPO11	IPO11	113489.0|118016.0	7.13032	0.0	90	685	35	14	13	11	9	LIGHT	1.01974e+08	3.07825e+07	1.0	0.171253	0.0	0.360009
48	B4DTR1|J3QLU9|P04626|P04626-4|P04626-5	Receptor protein-tyrosine kinase OS=Homo sapiens OX=9606 GN=ERBB2 PE=1 SV=1|Receptor protein-tyrosine kinase OS=Homo sapiens OX=9606 GN=ERBB2 PE=1 SV=1|Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens OX=9606 GN=ERBB2 PE=1 SV=1|Isoform 4 of Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens OX=9606 GN=ERBB2|Isoform 5 of Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens OX=9606 GN=ERBB2	ERBB2	109668.0|120333.0|141185.0|139720.0|138019.0	6.51248	0.0	75	385	11	8	3	6	6	LIGHT	2.14436e+07	4.00611e+06	1.0	0.190613	0.0	0.180764
49	A0PK00|H0YG77	Transmembrane protein 120B OS=Homo sapiens OX=9606 GN=TMEM120B PE=1 SV=1|Transmembrane protein 120B (Fragment) OS=Homo sapiens OX=9606 GN=TMEM120B PE=1 SV=1	TMEM120B	40733.0|29416.4	5.86913	0.00221402	43	78	5	2	2	1	1	LIGHT	1.50418e+06	0.0	1.0	0.0	0.0	0.0
50	###REV######CONTAMINANT###Q2UVX4	Reverse sequence, was Complement C3 OS=Bos taurus GN=C3 PE=1 SV=2	###C3###	188675.0	5.71191	0.0256125	22	22	1	1	0	1	1	LIGHT	674250.0	0.0	1.0	0.0	0.0	0.0
51	###REV###A0A140TA27|###REV###A3QJZ6|###REV###Q5VWM3	Reverse sequence, was PRAME family member 18 OS=Homo sapiens OX=9606 GN=PRAMEF18 PE=4 SV=1|Reverse sequence, was PRAME family member 22 OS=Homo sapiens OX=9606 GN=PRAMEF22 PE=3 SV=3|Reverse sequence, was PRAME family member 18 OS=Homo sapiens OX=9606 GN=PRAMEF18 PE=3 SV=2	###PRAMEF18###|###PRAMEF22###	56555.0|56707.1|56495.0	6.29225	0.029523	20	20	2	1	0	2	1	LIGHT	0.0	4.81402e+06	1.0	inf	0.0	nan
52	G5EA30|Q92879|Q92879-2|Q92879-3|Q92879-4|Q92879-6	CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1|CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2|Isoform 2 of CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1|Isoform 3 of CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1|Isoform 4 of CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1|Isoform 6 of CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1	CELF1	55563.5|52429.0|51911.7|51982.8|55421.4|52358.0	7.31975	0.0	122	653	52	8	18	10	6	LIGHT	1.68756e+08	3.27218e+07	1.0	0.17297	0.0	0.159149
53	Q86UA1	Pre-mRNA-processing factor 39 OS=Homo sapiens OX=9606 GN=PRPF39 PE=1 SV=3	PRPF39	78722.7	6.62564	0.0	88	541	19	13	10	6	6	LIGHT	2.76651e+07	7.3588e+06	1.0	0.275524	0.0	0.0861591
54	A0A3B3ISG5|P14735	Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=1|Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4	IDE	118666.0|118692.0	7.44767	0.0	83	1426	103	34	16	42	31	LIGHT	6.60513e+08	1.66407e+08	1.0	0.173119	0.0	0.230839
55	O94830|O94830-2	Phospholipase DDHD2 OS=Homo sapiens OX=9606 GN=DDHD2 PE=1 SV=2|Isoform 2 of Phospholipase DDHD2 OS=Homo sapiens OX=9606 GN=DDHD2	DDHD2	81664.7|37886.2	5.87635	0.00582686	37	96	4	3	0	3	3	LIGHT	4.11789e+06	2.29661e+06	1.0	0.631182	0.0	0.395535
56	A0AV96|A0AV96-2	RNA-binding protein 47 OS=Homo sapiens OX=9606 GN=RBM47 PE=1 SV=2|Isoform 2 of RNA-binding protein 47 OS=Homo sapiens OX=9606 GN=RBM47	RBM47	64514.4|57339.6	6.32797	0.0	147	467	19	10	6	8	7	LIGHT	1.83123e+07	4.03647e+06	1.0	0.221025	0.0	0.231914
57	Q9Y6G9	Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3	DYNC1LI1	56829.1	7.1879	0.0	111	908	56	19	19	12	9	LIGHT	1.65311e+08	3.07076e+07	1.0	0.195715	0.0	0.682753
58	O60524|O60524-3|O60524-4	Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF PE=1 SV=4|Isoform 3 of Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF|Isoform 4 of Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF	NEMF	123334.0|121085.0|118351.0	7.02574	0.0	103	1132	48	24	16	21	17	LIGHT	1.99478e+08	3.35467e+07	1.0	0.176513	0.0	0.110488
59	A0A0J9YY72|A0A1W2PQQ1|Q5HYW2	NHS-like protein 2 OS=Homo sapiens OX=9606 GN=NHSL2 PE=1 SV=1|NHS-like protein 2 OS=Homo sapiens OX=9606 GN=NHSL2 PE=1 SV=1|NHS-like protein 2 OS=Homo sapiens OX=9606 GN=NHSL2 PE=1 SV=2	NHSL2	102347.0|123005.0|133831.0	5.5042	0.0175372	26	50	2	2	1	1	1	LIGHT	500285.0	177241.0	1.0	0.35428	0.0	0.0
60	P12882|Q9UKX2	Myosin-1 OS=Homo sapiens OX=9606 GN=MYH1 PE=1 SV=3|Myosin-2 OS=Homo sapiens OX=9606 GN=MYH2 PE=1 SV=1	MYH1|MYH2	223976.0|223932.0	6.66035	0.000353732	57	123	8	1	4	1	1	LIGHT	5.47163e+06	0.0	1.0	0.0	0.0	0.0
61	Q8N3Z6	Zinc finger CCHC domain-containing protein 7 OS=Homo sapiens OX=9606 GN=ZCCHC7 PE=1 SV=2	ZCCHC7	64210.2	5.89027	0.0	83	167	4	3	3	1	1	LIGHT	1.4542e+06	345058.0	1.0	0.237285	0.0	0.0
62	Q5JPI3|Q5JPI3-2	Uncharacterized protein C3orf38 OS=Homo sapiens OX=9606 GN=C3orf38 PE=1 SV=1|Isoform 2 of Uncharacterized protein C3orf38 OS=Homo sapiens OX=9606 GN=C3orf38	C3orf38	37916.1|37656.1	6.26444	0.0	73	214	12	4	2	4	3	LIGHT	1.3971e+07	6.01503e+06	1.0	0.458439	0.0	0.192432
63	Q6IE37	Ovostatin homolog 1 OS=Homo sapiens OX=9606 GN=OVOS1 PE=2 SV=2	OVOS1	136238.0	5.51253	0.0240678	23	23	1	1	0	1	1	LIGHT	535443.0	0.0	1.0	0.0	0.0	0.0
64	P29218|P29218-3	Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1|Isoform 3 of Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1	IMPA1	30568.3|37069.9	7.44723	0.0	101	648	41	13	9	17	11	LIGHT	3.25544e+08	6.22564e+07	1.0	0.222309	0.0	0.149031
65	C9J3Y0|C9J6Q8|J3QS57|J9JIC8|Q9Y2Y6	Transmembrane protein 98 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM98 PE=1 SV=1|Transmembrane protein 98 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM98 PE=1 SV=1|Transmembrane protein 98 OS=Homo sapiens OX=9606 GN=TMEM98 PE=1 SV=1|Transmembrane protein 98 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM98 PE=1 SV=1|Transmembrane protein 98 OS=Homo sapiens OX=9606 GN=TMEM98 PE=1 SV=1	TMEM98	15216.9|24480.7|15373.0|22099.5|24879.9	5.91	0.000830427	53	53	1	1	0	1	1	LIGHT	0.0	1.5661e+06	1.0	inf	0.0	nan
66	P41091	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3	EIF2S3	51647.4	7.7832	0.0	132	1237	102	4	44	9	4	LIGHT	4.99799e+08	7.49535e+07	1.0	0.177979	0.0	0.142034
67	Q9BQA9|Q9BQA9-2	Cytochrome b-245 chaperone 1 OS=Homo sapiens OX=9606 GN=CYBC1 PE=1 SV=1|Isoform 2 of Cytochrome b-245 chaperone 1 OS=Homo sapiens OX=9606 GN=CYBC1	CYBC1	20874.8|19538.1	6.09607	0.00462574	38	91	4	3	1	3	2	LIGHT	5.04429e+06	643295.0	1.0	0.175336	0.0	0.0761629
68	A0A1B0GTN9|E9PKC0|Q6IQ23|Q6IQ23-2	Pleckstrin homology domain-containing family A member 7 (Fragment) OS=Homo sapiens OX=9606 GN=PLEKHA7 PE=1 SV=1|Pleckstrin homology domain-containing family A member 7 OS=Homo sapiens OX=9606 GN=PLEKHA7 PE=1 SV=1|Pleckstrin homology domain-containing family A member 7 OS=Homo sapiens OX=9606 GN=PLEKHA7 PE=1 SV=2|Isoform 2 of Pleckstrin homology domain-containing family A member 7 OS=Homo sapiens OX=9606 GN=PLEKHA7	PLEKHA7	135965.0|144905.0|127626.0|127754.0	5.67091	0.00306435	42	67	3	2	1	2	2	LIGHT	1.64968e+06	0.0	1.0	0.0	0.0	0.0
69	Q6PI26|Q6PI26-2	Protein SHQ1 homolog OS=Homo sapiens OX=9606 GN=SHQ1 PE=1 SV=2|Isoform 2 of Protein SHQ1 homolog OS=Homo sapiens OX=9606 GN=SHQ1	SHQ1	65711.7|62250.9	5.63442	0.00582686	37	37	1	1	0	1	1	LIGHT	560024.0	910003.0	1.0	1.62494	0.0	0.0
