protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
18	O08914	Fatty-acid amide hydrolase 1 OS=Mus musculus OX=10090 GN=Faah PE=1 SV=1	Faah	64206.6	5.56532	0.00549695	35	78	4	3	2	2	2	LIGHT	1.43603e+06	0.0	1.0	0.0	0.0	0.0
19	G3UYU4|O08917	Flotillin OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1|Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1	Flot1	42440.0|47768.7	6.14989	0.0	78	270	7	5	0	6	5	LIGHT	1.17771e+07	1.18349e+06	1.0	0.0997227	0.0	0.0702488
20	O08919	Numb-like protein OS=Mus musculus OX=10090 GN=Numbl PE=1 SV=3	Numbl	64774.5	5.62326	0.000210926	59	176	5	4	4	1	1	LIGHT	1.00825e+06	95402.2	1.0	0.0946212	0.0	0.0
21	O88587|O88587-2	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2|Isoform Soluble of Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt	Comt	29695.4|24919.6	6.50111	0.00135478	46	119	10	4	2	3	3	LIGHT	1.79684e+07	1.24006e+06	1.0	0.0595192	0.0	0.0621167
22	Q62048|Q62048-2	Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1|Isoform 2 of Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15	Pea15	15101.8|12593.6	5.92264	0.000881834	49	75	2	2	0	2	2	LIGHT	3.43127e+06	0.0	1.0	0.0	0.0	0.0
23	E0CXW2|E9PUK2|Q80V03|Q80V03-2	Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5 PE=1 SV=1|Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5 PE=1 SV=1|Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5 PE=2 SV=2|Isoform 2 of Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5	Adck5	65007.4|67154.8|67124.8|52687.2	5.69823	0.00227236	43	72	2	2	1	1	1	LIGHT	844791.0	172874.0	1.0	0.204635	0.0	0.0
24	###REV###Q8CDP0|###REV###Q8CDP0-2|###REV###Q8CDP0-3	Reverse sequence, was Cytosolic carboxypeptidase 3 OS=Mus musculus OX=10090 GN=Agbl3 PE=1 SV=1|Reverse sequence, was Isoform 2 of Cytosolic carboxypeptidase 3 OS=Mus musculus OX=10090 GN=Agbl3|Reverse sequence, was Isoform 3 of Cytosolic carboxypeptidase 3 OS=Mus musculus OX=10090 GN=Agbl3	###Agbl3###	117844.0|101031.0|117190.0	NA	0.00927748	29	53	2	1	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
25	Q8BZM1	Glomulin OS=Mus musculus OX=10090 GN=Glmn PE=1 SV=1	Glmn	68624.6	6.52699	0.0	103	343	13	7	6	3	2	LIGHT	1.17031e+07	809496.0	1.0	0.0680513	0.0	0.022279
26	A0A5F8MPX4|Q66GT5	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1|Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus OX=10090 GN=Ptpmt1 PE=1 SV=1	Ptpmt1	28570.8|22099.6	5.71574	0.0	76	76	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
27	Q4G5Y1	Kelch domain-containing protein 2 OS=Mus musculus OX=10090 GN=Klhdc2 PE=2 SV=3	Klhdc2	46506.4	5.82374	0.0134639	25	25	2	1	0	1	1	LIGHT	1.12596e+06	569514.0	1.0	0.505805	0.0	0.0
28	P59708	Splicing factor 3B subunit 6 OS=Mus musculus OX=10090 GN=Sf3b6 PE=1 SV=1	Sf3b6	14689.6	6.05057	0.0	93	156	8	3	1	2	2	LIGHT	1.2163e+07	950830.0	1.0	0.0780764	0.0	0.000640042
29	E9PYR1|F8VQK6	F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1|F-box and leucine-rich repeat protein 18 OS=Mus musculus OX=10090 GN=Fbxl18 PE=1 SV=1	Fbxl18	85911.9|79076.7	6.06037	0.000881834	49	210	6	6	5	1	1	LIGHT	2.08718e+06	195600.0	1.0	0.093715	0.0	0.0
30	F8VQK3	Guanylate cyclase 1, soluble, alpha 2 OS=Mus musculus OX=10090 GN=Gucy1a2 PE=1 SV=1	Gucy1a2	82918.7	5.53083	0.000215936	60	170	8	5	0	5	5	LIGHT	3.28372e+06	4.91135e+06	1.0	0.504967	0.0	4.23733
31	A0A1Y7VLZ7|E9Q7E9|Q3V3Q7	Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=1|Phosphofurin acidic cluster sorting protein 2 OS=Mus musculus OX=10090 GN=Pacs2 PE=1 SV=2	Pacs2	99185.1|98930.0|95671.2	5.19839	0.00549695	35	85	4	3	3	1	1	LIGHT	311981.0	0.0	1.0	0.0	0.0	0.0
32	Q7M724	Taste receptor type 2 member 106 OS=Mus musculus OX=10090 GN=Tas2r106 PE=2 SV=1	Tas2r106	36101.8	6.48292	0.00794439	30	30	1	1	0	1	1	LIGHT	1.00991e+07	1.02965e+06	1.0	0.101955	0.0	0.0
33	A2AE89|P10649	Glutathione S-transferase Mu 1 OS=Mus musculus OX=10090 GN=Gstm1 PE=1 SV=2|Glutathione S-transferase Mu 1 OS=Mus musculus OX=10090 GN=Gstm1 PE=1 SV=2	Gstm1	28708.6|26067.1	7.13985	0.0	94	558	38	7	13	8	7	LIGHT	1.16806e+08	8.48535e+06	1.0	0.0688518	0.0	0.532082
34	Q9D516	Coiled-coil domain-containing protein 130 OS=Mus musculus OX=10090 GN=Ccdc130 PE=2 SV=1	Ccdc130	44308.9	5.27573	0.00649444	32	54	2	2	1	1	1	LIGHT	408764.0	0.0	1.0	0.0	0.0	0.0
35	Q9D517	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus OX=10090 GN=Agpat3 PE=1 SV=2	Agpat3	43951.8	6.24231	0.00021978	61	273	6	6	4	2	2	LIGHT	3.74312e+06	302223.0	1.0	0.082319	0.0	0.0121181
36	###REV###D6RDQ7|###REV###Q80X66	Reverse sequence, was BTB/POZ domain-containing protein 10 OS=Mus musculus OX=10090 GN=Btbd10 PE=1 SV=1|Reverse sequence, was BTB/POZ domain-containing protein 10 OS=Mus musculus OX=10090 GN=Btbd10 PE=1 SV=1	###Btbd10###	22447.9|54194.6	6.76324	0.0217848	20	20	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
37	Q8BIQ5	Cleavage stimulation factor subunit 2 OS=Mus musculus OX=10090 GN=Cstf2 PE=1 SV=2	Cstf2	61415.6	7.06506	0.0	86	502	29	8	11	8	6	LIGHT	9.84023e+07	1.49999e+08	1.0	0.0859467	0.0	12.5546
38	O88665	Bromodomain-containing protein 7 OS=Mus musculus OX=10090 GN=Brd7 PE=1 SV=1	Brd7	74524.1	6.86909	0.0	84	498	17	9	5	5	5	LIGHT	4.87369e+07	3.46277e+06	1.0	0.0832212	0.0	0.0604319
39	E9Q507|K4DI71|Q9DB00	GON-4-like protein OS=Mus musculus OX=10090 GN=Gon4l PE=1 SV=1|GON-4-like protein OS=Mus musculus OX=10090 GN=Gon4l PE=1 SV=1|GON-4-like protein OS=Mus musculus OX=10090 GN=Gon4l PE=1 SV=3	Gon4l	248777.0|248918.0|250811.0	5.52679	0.0	112	356	12	7	5	5	4	LIGHT	4.46432e+06	1.32084e+06	1.0	0.309046	0.0	0.101753
40	Q9DB05	Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1	Napa	33624.4	6.84126	0.0	112	579	30	11	13	8	7	LIGHT	7.73575e+07	7.12359e+06	1.0	0.0920377	0.0	0.0268607
41	Q05A80|Q05A80-2	Caprin-2 OS=Mus musculus OX=10090 GN=Caprin2 PE=1 SV=1|Isoform 2 of Caprin-2 OS=Mus musculus OX=10090 GN=Caprin2	Caprin2	115104.0|90258.9	5.41037	0.000188005	53	108	4	3	2	1	1	LIGHT	482048.0	175894.0	1.0	0.364888	0.0	0.0
42	A0A0A6YVZ7|Q8C735|Q8C735-2	Protein lin-9 homolog OS=Mus musculus OX=10090 GN=Lin9 PE=1 SV=1|Protein lin-9 homolog OS=Mus musculus OX=10090 GN=Lin9 PE=1 SV=2|Isoform 2 of Protein lin-9 homolog OS=Mus musculus OX=10090 GN=Lin9	Lin9	64097.0|62233.0|58279.1	5.85206	0.00288786	42	196	11	6	6	1	1	LIGHT	902443.0	128460.0	1.0	0.142347	0.0	0.0
43	A0A286YDN1|Q8VC03	Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1|Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1	Eml3	96746.0|96833.1	6.08583	0.0	116	417	13	8	7	4	4	LIGHT	8.20438e+06	1.14558e+07	1.0	0.110874	0.0	8.12663
44	Q80ZJ6|Q80ZJ6-2	Protein zer-1 homolog OS=Mus musculus OX=10090 GN=Zer1 PE=1 SV=1|Isoform 2 of Protein zer-1 homolog OS=Mus musculus OX=10090 GN=Zer1	Zer1	90500.8|89107.0	6.05573	0.00715717	31	51	3	2	2	1	1	LIGHT	1.64643e+06	0.0	1.0	0.0	0.0	0.0
45	A0A1Y7VK00	Zinc finger protein 825 OS=Mus musculus OX=10090 GN=Zfp825 PE=1 SV=1	Zfp825	35141.4	5.31847	0.0	79	245	6	4	4	2	2	LIGHT	1.15361e+06	0.0	1.0	0.0	0.0	0.0
46	H7BX95|Q6PDM2	Serine/arginine-rich-splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=1|Serine/arginine-rich splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=3	Srsf1	28426.0|27841.9	8.16678	0.0	93	843	113	12	29	14	9	LIGHT	1.44208e+09	5.85519e+07	1.0	0.0501781	0.0	0.0246183
47	A0A338P687|Q9CQ33|Q9CQ33-2	Leucine-zipper-like transcriptional regulator 1 OS=Mus musculus OX=10090 GN=Lztr1 PE=1 SV=1|Leucine-zipper-like transcriptional regulator 1 OS=Mus musculus OX=10090 GN=Lztr1 PE=1 SV=2|Isoform 2 of Leucine-zipper-like transcriptional regulator 1 OS=Mus musculus OX=10090 GN=Lztr1	Lztr1	25045.1|95612.5|99049.9	5.55374	0.00288786	42	96	3	3	2	1	1	LIGHT	0.0	284782.0	1.0	inf	0.0	nan
48	Q99PQ2|Q99PQ2-2	E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11 PE=1 SV=1|Isoform 2 of E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus OX=10090 GN=Trim11	Trim11	53629.7|55533.6	5.36468	0.0104442	28	54	2	2	1	1	1	LIGHT	370144.0	95104.1	1.0	0.256938	0.0	0.0
49	Q8BR93|Q8BR93-2|Q8BR93-3	Putative nuclease HARBI1 OS=Mus musculus OX=10090 GN=Harbi1 PE=2 SV=1|Isoform 2 of Putative nuclease HARBI1 OS=Mus musculus OX=10090 GN=Harbi1|Isoform 3 of Putative nuclease HARBI1 OS=Mus musculus OX=10090 GN=Harbi1	Harbi1	39372.4|27119.4|27548.8	5.21907	0.000206526	58	85	2	2	1	1	1	LIGHT	331675.0	0.0	1.0	0.0	0.0	0.0
50	E9Q7K9|Q3U2U7	Methyltransferase-like protein 17, mitochondrial OS=Mus musculus OX=10090 GN=Mettl17 PE=1 SV=1|Methyltransferase-like protein 17, mitochondrial OS=Mus musculus OX=10090 GN=Mettl17 PE=2 SV=2	Mettl17	55780.5|52655.1	6.19109	0.0	81	101	2	2	1	1	1	LIGHT	2.57726e+06	317639.0	1.0	0.123247	0.0	0.0
51	Q91ZR1	Ras-related protein Rab-4B OS=Mus musculus OX=10090 GN=Rab4b PE=1 SV=2	Rab4b	23899.1	6.02701	0.0	75	111	3	2	1	1	1	LIGHT	2.43584e+06	267578.0	1.0	0.10985	0.0	0.0
52	A0A2I3BPP1|Q3UHB2|Q61037-6	Tuberin OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1|Tuberin OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1|Isoform E of Tuberin OS=Mus musculus OX=10090 GN=Tsc2	Tsc2	200891.0|203467.0|200955.0	5.35734	0.0	68	469	20	13	14	1	1	LIGHT	468624.0	71700.5	1.0	0.153002	0.0	0.0
53	Q9QZD4	DNA repair endonuclease XPF OS=Mus musculus OX=10090 GN=Ercc4 PE=1 SV=3	Ercc4	104651.0	6.46679	0.0	100	256	9	6	6	1	1	LIGHT	4.27082e+06	456212.0	1.0	0.106821	0.0	0.0
54	Q9QZD9	Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	Eif3i	36836.7	7.56591	0.0	96	649	62	9	21	15	7	LIGHT	7.37406e+08	6.01918e+07	1.0	0.0840505	0.0	0.358912
55	Q9QZD8	Mitochondrial dicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a10 PE=1 SV=2	Slc25a10	32150.3	6.58283	0.00021978	61	309	16	7	3	6	6	LIGHT	3.00408e+07	2.80984e+06	1.0	0.0788208	0.0	0.102867
56	A2AQ25|E9QAU4	Sickle tail protein OS=Mus musculus OX=10090 GN=Skt PE=1 SV=1|Enhancer trap locus 4 OS=Mus musculus OX=10090 GN=Etl4 PE=1 SV=1	Skt|Etl4	213874.0|219394.0	5.86134	0.0	101	658	20	17	11	8	8	LIGHT	6.81311e+06	0.0	1.0	0.0	0.0	0.0
57	B8JJZ7	Zinc finger protein 81 OS=Mus musculus OX=10090 GN=Zfp81 PE=1 SV=1	Zfp81	63719.6	5.08479	0.0217848	20	20	1	1	0	1	1	LIGHT	0.0	128627.0	1.0	inf	0.0	nan
58	A0A3B2W4A1|A0A3B2W7Y0|B8JJC6|Q8K0Y6|Q9Z273	Tubby-like protein OS=Mus musculus OX=10090 GN=Tulp1 PE=3 SV=1|Tubby-related protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Tulp1 PE=3 SV=1|Tubby-related protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Tulp1 PE=3 SV=1|Tubby-related protein 1 OS=Mus musculus OX=10090 GN=Tulp1 PE=2 SV=1|Tubby-related protein 1 OS=Mus musculus OX=10090 GN=Tulp1 PE=1 SV=1	Tulp1	54862.2|16231.7|28978.9|53814.7|60527.2	5.50783	0.0200766	21	21	1	1	0	1	1	LIGHT	667432.0	0.0	1.0	0.0	0.0	0.0
59	Q9Z277	Tyrosine-protein kinase BAZ1B OS=Mus musculus OX=10090 GN=Baz1b PE=1 SV=2	Baz1b	172197.0	7.50313	0.0	94	1905	74	44	23	34	31	LIGHT	5.14167e+08	5.95249e+07	1.0	0.0947178	0.0	0.0615212
60	P70451|P70451-2|P70451-3|P70451-4|P70451-5|Q3TZJ5	Tyrosine-protein kinase Fer OS=Mus musculus OX=10090 GN=Fer PE=1 SV=2|Isoform 2 of Tyrosine-protein kinase Fer OS=Mus musculus OX=10090 GN=Fer|Isoform 3 of Tyrosine-protein kinase Fer OS=Mus musculus OX=10090 GN=Fer|Isoform 4 of Tyrosine-protein kinase Fer OS=Mus musculus OX=10090 GN=Fer|Isoform 5 of Tyrosine-protein kinase Fer OS=Mus musculus OX=10090 GN=Fer|Tyrosine-protein kinase OS=Mus musculus OX=10090 GN=Fer PE=1 SV=1	Fer	95203.0|88390.4|61340.5|52195.8|95074.9|74372.6	5.57042	0.00927748	29	29	1	1	0	1	1	LIGHT	593056.0	0.0	1.0	0.0	0.0	0.0
61	Q9WVL3	Solute carrier family 12 member 7 OS=Mus musculus OX=10090 GN=Slc12a7 PE=1 SV=1	Slc12a7	120715.0	6.68547	0.0	103	649	20	12	5	7	7	LIGHT	3.35628e+07	2.90046e+06	1.0	0.0838058	0.0	0.0463662
62	E9QJX9|Q9QXJ2|Q9WVL2	Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat2 PE=1 SV=2|Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat2 PE=1 SV=1|Signal transducer and activator of transcription 2 OS=Mus musculus OX=10090 GN=Stat2 PE=1 SV=1	Stat2	105847.0|105719.0|105807.0	5.94872	0.0	65	209	5	5	4	1	1	LIGHT	1.76171e+06	117639.0	1.0	0.0667754	0.0	0.0
63	Q9WVL1	AP-4 complex subunit sigma-1 OS=Mus musculus OX=10090 GN=Ap4s1 PE=2 SV=1	Ap4s1	16977.7	5.16782	0.00423601	37	64	3	2	1	1	1	LIGHT	255860.0	53081.5	1.0	0.207463	0.0	0.0
64	Q60575-2|Q60575-3	Isoform 2 of Kinesin-like protein KIF1B OS=Mus musculus OX=10090 GN=Kif1b|Isoform 3 of Kinesin-like protein KIF1B OS=Mus musculus OX=10090 GN=Kif1b	Kif1b	200107.0|131182.0	5.76165	0.0	75	748	31	10	18	3	3	LIGHT	5.34799e+06	1.12389e+06	1.0	0.205698	0.0	0.0439536
65	E9PZM4	Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1	Chd2	211644.0	6.7201	0.000210926	59	561	36	7	18	6	5	LIGHT	5.60918e+07	1.19232e+06	1.0	0.116388	0.0	0.15527
66	D3YZW1|Q91Z69	SLIT-ROBO Rho GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Srgap1 PE=1 SV=1|SLIT-ROBO Rho GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Srgap1 PE=1 SV=2	Srgap1	124935.0|122266.0	5.219	0.0	87	110	2	1	1	1	1	LIGHT	215384.0	0.0	1.0	0.0	0.0	0.0
67	Q91Z67	SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Srgap2 PE=1 SV=2	Srgap2	121920.0	6.6342	0.0	104	1046	34	20	20	7	7	LIGHT	3.33007e+07	1.90616e+07	1.0	0.0927656	0.0	3.42032
68	A2AFK4|I6L986	Mitochondrial ribosome-associated GTPase 2 OS=Mus musculus OX=10090 GN=Mtg2 PE=1 SV=1|Gtpbp5 protein OS=Mus musculus OX=10090 GN=Mtg2 PE=1 SV=1	Mtg2	44318.2|24832.8	5.66097	0.0217848	20	20	1	1	0	1	1	LIGHT	647326.0	0.0	1.0	0.0	0.0	0.0
69	D3YUN3|F6QC77|Q9WUZ5	Troponin I, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=1|Troponin I, slow skeletal muscle (Fragment) OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=1|Troponin I, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnni1 PE=1 SV=3	Tnni1	20001.6|21097.2|21855.6	6.37617	0.00794439	30	30	3	1	2	1	1	LIGHT	3.41442e+06	261169.0	1.0	0.0764898	0.0	0.0
70	Q91YI0	Argininosuccinate lyase OS=Mus musculus OX=10090 GN=Asl PE=1 SV=1	Asl	51877.6	7.12529	0.0	80	660	32	13	13	10	9	LIGHT	1.08153e+08	5.79688e+06	1.0	0.0565141	0.0	0.0223596
71	D3Z7Q6|O35885	Achaete-scute homolog 2 OS=Mus musculus OX=10090 GN=Ascl2 PE=4 SV=1|Achaete-scute homolog 2 OS=Mus musculus OX=10090 GN=Ascl2 PE=2 SV=2	Ascl2	20951.4|28279.8	5.3865	0.00463933	36	36	1	1	0	1	1	LIGHT	417633.0	0.0	1.0	0.0	0.0	0.0
72	Q69Z99	Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Znf512 PE=2 SV=2	Znf512	64950.8	6.90262	0.0	91	807	34	15	17	5	5	LIGHT	5.44929e+07	3.04931e+06	1.0	0.0568834	0.0	0.0179963
73	Q5NCY0	Lysine-specific demethylase 6B OS=Mus musculus OX=10090 GN=Kdm6b PE=1 SV=1	Kdm6b	177899.0	6.13091	0.0	68	217	8	6	1	5	5	LIGHT	8.19766e+06	2.78846e+06	1.0	0.300032	0.0	0.209894
74	E9QKC6|Q3UHH4|Q9ESN6	Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1|Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1	Trim2	85349.9|84347.4|82420.5	5.62687	0.00597319	33	33	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
75	A0A1L1SSA8|Q91XE8	Transmembrane protein 205 (Fragment) OS=Mus musculus OX=10090 GN=Tmem205 PE=1 SV=1|Transmembrane protein 205 OS=Mus musculus OX=10090 GN=Tmem205 PE=1 SV=1	Tmem205	19827.5|21451.4	6.72199	0.000894775	50	79	2	2	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
76	Q8BTU1	Cilia- and flagella-associated protein 20 OS=Mus musculus OX=10090 GN=Cfap20 PE=1 SV=1	Cfap20	22905.0	6.24743	0.000223764	62	124	7	3	1	4	3	LIGHT	2.10432e+07	3.94463e+06	1.0	0.0766738	0.0	1.19716
77	A2AEM2|Q99LI2	Chloride channel CLIC-like protein 1 OS=Mus musculus OX=10090 GN=Clcc1 PE=1 SV=1|Chloride channel CLIC-like protein 1 OS=Mus musculus OX=10090 GN=Clcc1 PE=1 SV=1	Clcc1	61998.9|61380.5	6.06461	0.0	73	238	6	5	5	1	1	LIGHT	2.40539e+06	588410.0	1.0	0.244622	0.0	0.0
