protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_LIGHT	signal_sum_HEAVY	rel_fc_LIGHT	rel_fc_HEAVY	delta_conf_LIGHT	delta_conf_HEAVY
11	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1	RAB34	29482.1	6.32994	0.0	119	485	20	9	9	5	4	LIGHT	2.23927e+07	1.89949e+06	1.0	0.08807	0.0	0.0520362
12	I3L1H5|Q9BZG8	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=DPH1 PE=1 SV=1|2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 OS=Homo sapiens OX=9606 GN=DPH1 PE=1 SV=2	DPH1	47964.7|49344.5	5.52606	0.0	58	137	4	3	1	2	2	LIGHT	1.11081e+06	0.0	1.0	0.0	0.0	0.0
13	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1	MRPL3	41886.9|40897.9|38893.2	6.29198	0.0	68	486	14	10	8	5	5	LIGHT	1.98772e+07	2.24473e+06	1.0	0.118083	0.0	0.226744
14	P53701	Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1	HCCS	30981.0	6.33727	0.0	79	533	26	12	14	2	2	LIGHT	8.66121e+06	515804.0	1.0	0.0603366	0.0	0.00642643
15	A0A0C4DFX7|Q9H967	WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=1|WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=2	WDR76	63255.7|70466.4	5.21233	0.000269724	50	162	4	4	2	2	2	LIGHT	452636.0	0.0	1.0	0.0	0.0	0.0
16	Q14563	Semaphorin-3A OS=Homo sapiens OX=9606 GN=SEMA3A PE=1 SV=1	SEMA3A	89916.4	5.00627	0.00583542	33	61	3	1	1	1	1	LIGHT	169315.0	134960.0	1.0	0.797092	0.0	0.0
17	Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1	DHX8	140082.0	5.98828	0.0	96	1258	54	24	30	5	5	LIGHT	9.78137e+06	1.3636e+06	1.0	0.108442	0.0	0.298433
18	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	MCM6	93800.6	7.47092	0.0	123	1849	132	38	58	22	20	LIGHT	4.75155e+08	2.02271e+07	1.0	0.0326948	0.0	0.0295012
19	Q13228|Q13228-4	Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2|Isoform 4 of Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1	SELENBP1	52927.8|57457.1	6.50475	0.0	93	1079	46	21	18	10	10	LIGHT	4.26158e+07	2.05853e+06	1.0	0.0464852	0.0	0.0485825
20	###REV###J3KNV1|###REV###O60281|###REV###O60281-2	Reverse sequence, was Zinc finger protein 292 OS=Homo sapiens OX=9606 GN=ZNF292 PE=1 SV=1|Reverse sequence, was Zinc finger protein 292 OS=Homo sapiens OX=9606 GN=ZNF292 PE=1 SV=3|Reverse sequence, was Isoform 2 of Zinc finger protein 292 OS=Homo sapiens OX=9606 GN=ZNF292	###ZNF292###	308925.0|309527.0|292609.0	5.80781	0.0219364	26	71	6	1	3	1	1	LIGHT	1.00764e+06	0.0	1.0	0.0	0.0	0.0
21	O75600|O75600-2	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Homo sapiens OX=9606 GN=GCAT PE=1 SV=1|Isoform 2 of 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Homo sapiens OX=9606 GN=GCAT	GCAT	45826.4|48627.9	5.0593	0.000515198	45	84	3	2	0	2	2	LIGHT	1.13136e+06	0.0	1.0	0.0	0.0	0.0
22	Q9NY97|Q9NY97-2	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2 PE=1 SV=2|Isoform 2 of N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2	B3GNT2	46391.7|45854.3	5.51428	0.0	80	160	4	3	1	2	2	LIGHT	1.01486e+06	0.0	1.0	0.0	0.0	0.0
23	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4	PPP1R13L	89377.9	5.5457	0.000137533	52	379	11	9	2	6	6	LIGHT	2.7115e+06	0.0	1.0	0.0	0.0	0.0
24	Q96BT3	Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=2	CENPT	60670.8	5.35099	0.00583542	33	113	4	4	0	4	4	LIGHT	1.84085e+06	0.0	1.0	0.0	0.0	0.0
25	Q99519	Sialidase-1 OS=Homo sapiens OX=9606 GN=NEU1 PE=1 SV=1	NEU1	45951.8	6.1769	0.0	58	445	24	10	8	7	6	LIGHT	1.32647e+07	4.94513e+06	1.0	0.316612	0.0	0.697859
26	H9KVB4|O15417	Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens OX=9606 GN=TNRC18 PE=1 SV=1|Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens OX=9606 GN=TNRC18 PE=1 SV=3	TNRC18	315922.0|315980.0	4.95658	0.0	83	202	5	4	3	1	1	LIGHT	168702.0	1.62511e+06	1.0	9.63302	0.0	0.0
27	G3V1M0|Q9Y5A6	Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2|Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2	ZSCAN21	50390.6|54764.8	5.77325	0.00244978	38	131	8	2	6	1	1	LIGHT	879621.0	0.0	1.0	0.0	0.0	0.0
28	Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens OX=9606 GN=FHL3 PE=1 SV=4	FHL3	33166.4	5.40956	0.0	94	338	9	7	7	1	1	LIGHT	4.84503e+06	302183.0	1.0	0.0623698	0.0	0.0
29	Q13641	Trophoblast glycoprotein OS=Homo sapiens OX=9606 GN=TPBG PE=1 SV=1	TPBG	46573.0	6.34453	0.00100604	42	201	9	6	7	1	1	LIGHT	1.42301e+06	310650.0	1.0	0.218306	0.0	0.0
30	Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2	YTHDF2	62466.7	6.99642	0.0	109	761	43	12	19	6	6	LIGHT	6.99657e+07	6.92289e+06	1.0	0.0836465	0.0	0.0597719
31	Q02127	Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3	DHODH	42840.9	6.36043	0.0	83	641	18	13	16	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
32	A0A494C1T9|Q6ZRV2	Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=1|Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=3	FAM83H	149592.0|127557.0	5.38085	0.0	147	663	14	11	4	8	8	LIGHT	2.44396e+06	0.0	1.0	0.0	0.0	0.0
33	C9JBY7|Q9Y291	28S ribosomal protein S33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS33 PE=1 SV=1|28S ribosomal protein S33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS33 PE=1 SV=1	MRPS33	11449.1|12620.7	5.74142	0.00100604	42	70	3	2	2	1	1	LIGHT	1.12797e+06	0.0	1.0	0.0	0.0	0.0
34	Q9Y296	Trafficking protein particle complex subunit 4 OS=Homo sapiens OX=9606 GN=TRAPPC4 PE=1 SV=1	TRAPPC4	24438.6	5.93491	0.0	96	406	18	9	8	4	4	LIGHT	7.0641e+06	915247.0	1.0	0.153499	0.0	0.0631893
35	Q9Y294	Histone chaperone ASF1A OS=Homo sapiens OX=9606 GN=ASF1A PE=1 SV=1	ASF1A	23125.2	6.56594	0.0	133	302	9	4	4	2	1	LIGHT	1.06279e+07	460560.0	1.0	0.0454848	0.0	0.0144122
36	Q9Y295	Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1	DRG1	40801.9	6.91625	0.0	105	1108	58	19	22	12	11	LIGHT	1.2546e+08	6.73386e+06	1.0	0.0516212	0.0	0.0296087
37	O75420	GRB10-interacting GYF protein 1 OS=Homo sapiens OX=9606 GN=GIGYF1 PE=1 SV=2	GIGYF1	115044.0	5.82671	0.0	77	510	11	10	9	1	1	LIGHT	1.52529e+06	241604.0	1.0	0.158399	0.0	0.0
38	O75427	Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens OX=9606 GN=LRCH4 PE=1 SV=2	LRCH4	74089.3	5.51944	0.0	91	413	12	7	4	4	4	LIGHT	2.40005e+06	0.0	1.0	0.0	0.0	0.0
39	F5GZF0|O14519|O14519-2	Cyclin-dependent kinase 2-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CDK2AP1 PE=1 SV=1|Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens OX=9606 GN=CDK2AP1 PE=1 SV=1|Isoform 2 of Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens OX=9606 GN=CDK2AP1	CDK2AP1	7219.67|12414.3|9651.95	4.86642	0.0	88	88	2	1	0	1	1	LIGHT	338962.0	0.0	1.0	0.0	0.0	0.0
40	Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606 GN=GSPT2 PE=1 SV=2	GSPT2	69466.8	6.13939	0.0	99	1146	77	9	49	2	2	LIGHT	1.026e+07	1.15347e+06	1.0	0.383519	0.0	0.581355
41	O95125	Zinc finger protein 202 OS=Homo sapiens OX=9606 GN=ZNF202 PE=1 SV=4	ZNF202	76042.0	5.22404	0.00197287	39	62	2	1	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
42	H3BUJ7|Q66K89	Transcription factor E4F1 OS=Homo sapiens OX=9606 GN=E4F1 PE=1 SV=1|Transcription factor E4F1 OS=Homo sapiens OX=9606 GN=E4F1 PE=1 SV=2	E4F1	71705.2|84812.4	5.23118	0.0	99	171	6	3	0	3	3	LIGHT	1.42709e+06	0.0	1.0	0.0	0.0	0.0
43	P68543	UBX domain-containing protein 2A OS=Homo sapiens OX=9606 GN=UBXN2A PE=1 SV=1	UBXN2A	29488.1	5.54304	0.0	85	208	4	4	2	2	2	LIGHT	1.76744e+06	386157.0	1.0	0.417654	0.0	0.654497
44	Q9UI09	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens OX=9606 GN=NDUFA12 PE=1 SV=1	NDUFA12	17103.6	6.46737	0.0	70	159	7	3	1	2	2	LIGHT	1.16205e+07	1.26262e+06	1.0	0.103565	0.0	0.0329985
45	A0A3B3IS78|A0A3B3ISD4|O95342|Q53S60	Bile salt export pump (Fragment) OS=Homo sapiens OX=9606 GN=ABCB11 PE=1 SV=1|Bile salt export pump (Fragment) OS=Homo sapiens OX=9606 GN=ABCB11 PE=1 SV=1|Bile salt export pump OS=Homo sapiens OX=9606 GN=ABCB11 PE=1 SV=2|Bile salt export pump (Fragment) OS=Homo sapiens OX=9606 GN=ABCB11 PE=1 SV=1	ABCB11	86477.6|11374.6|147454.0|49832.7	4.6702	0.0	59	59	2	1	0	1	1	LIGHT	87331.0	0.0	1.0	0.0	0.0	0.0
46	E7EV01|O15484	Calpain-5 OS=Homo sapiens OX=9606 GN=CAPN5 PE=1 SV=2|Calpain-5 OS=Homo sapiens OX=9606 GN=CAPN5 PE=1 SV=2	CAPN5	78447.1|74092.0	5.89989	0.0	92	427	17	8	11	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
47	###REV###Q86V25|###REV###Q86V25-2|###REV###Q86V25-5|###REV###Q86V25-6	Reverse sequence, was Tubulinyl-Tyr carboxypeptidase 2 OS=Homo sapiens OX=9606 GN=VASH2 PE=1 SV=2|Reverse sequence, was Isoform 2 of Tubulinyl-Tyr carboxypeptidase 2 OS=Homo sapiens OX=9606 GN=VASH2|Reverse sequence, was Isoform 5 of Tubulinyl-Tyr carboxypeptidase 2 OS=Homo sapiens OX=9606 GN=VASH2|Reverse sequence, was Isoform 6 of Tubulinyl-Tyr carboxypeptidase 2 OS=Homo sapiens OX=9606 GN=VASH2	###VASH2###	40595.1|33630.8|35514.5|29348.5	5.6557	0.00989749	31	31	5	1	1	1	1	LIGHT	605046.0	0.0	1.0	0.0	0.0	0.0
48	P04626|P04626-4|P04626-5	Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens OX=9606 GN=ERBB2 PE=1 SV=1|Isoform 4 of Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens OX=9606 GN=ERBB2|Isoform 5 of Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens OX=9606 GN=ERBB2	ERBB2	141185.0|139720.0|138019.0	5.8304	0.0	77	486	17	11	4	11	10	LIGHT	9.72077e+06	0.0	1.0	0.0	0.0	0.0
49	A0PK00|H0YG77	Transmembrane protein 120B OS=Homo sapiens OX=9606 GN=TMEM120B PE=1 SV=1|Transmembrane protein 120B (Fragment) OS=Homo sapiens OX=9606 GN=TMEM120B PE=1 SV=1	TMEM120B	40733.0|29416.4	5.56409	0.0	72	224	8	4	3	3	3	LIGHT	2.70297e+06	0.0	1.0	0.0	0.0	0.0
50	P41134|P41134-2	DNA-binding protein inhibitor ID-1 OS=Homo sapiens OX=9606 GN=ID1 PE=1 SV=3|Isoform ID-B of DNA-binding protein inhibitor ID-1 OS=Homo sapiens OX=9606 GN=ID1	ID1	16464.5|15804.2	5.08162	0.0	79	125	2	2	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
51	Q9NV29	Transmembrane protein 100 OS=Homo sapiens OX=9606 GN=TMEM100 PE=1 SV=2	TMEM100	14547.8	5.43453	0.0	73	115	3	2	1	2	2	LIGHT	1.12752e+06	0.0	1.0	0.0	0.0	0.0
52	G5EA30|Q92879-4	CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1|Isoform 4 of CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1	CELF1	55563.5|55421.4	6.78136	0.0	88	665	53	11	32	4	4	LIGHT	4.42875e+07	2.58355e+06	1.0	0.0625566	0.0	0.0280759
53	Q86UA1	Pre-mRNA-processing factor 39 OS=Homo sapiens OX=9606 GN=PRPF39 PE=1 SV=3	PRPF39	78722.7	6.00294	0.0	79	1147	34	23	28	1	1	LIGHT	1.97807e+06	157616.0	1.0	0.0796816	0.0	0.0
54	A0AV96|A0AV96-2	RNA-binding protein 47 OS=Homo sapiens OX=9606 GN=RBM47 PE=1 SV=2|Isoform 2 of RNA-binding protein 47 OS=Homo sapiens OX=9606 GN=RBM47	RBM47	64514.4|57339.6	5.52802	0.0	77	416	10	7	9	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
55	P15882|P15882-3	N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=3|Isoform 3 of N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1	CHN1	53765.2|50628.4	5.87996	0.0	72	425	13	9	2	9	8	LIGHT	7.60244e+06	0.0	1.0	0.0	0.0	0.0
56	Q9Y6G9	Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3	DYNC1LI1	56829.1	6.17632	0.0	119	871	47	17	25	3	3	LIGHT	1.21049e+07	483938.0	1.0	0.0520567	0.0	0.0282678
57	O60524|O60524-3|O60524-5	Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF PE=1 SV=4|Isoform 3 of Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF|Isoform 5 of Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF	NEMF	123334.0|121085.0|120522.0	6.39833	0.0	77	1116	31	23	19	6	6	LIGHT	1.89962e+07	3.74447e+06	1.0	0.133165	0.0	0.494645
58	A0A0J9YY72|A0A1W2PQQ1|Q5HYW2	NHS-like protein 2 OS=Homo sapiens OX=9606 GN=NHSL2 PE=1 SV=1|NHS-like protein 2 OS=Homo sapiens OX=9606 GN=NHSL2 PE=1 SV=1|NHS-like protein 2 OS=Homo sapiens OX=9606 GN=NHSL2 PE=1 SV=2	NHSL2	102347.0|123005.0|133831.0	5.71924	0.0	101	280	9	5	4	1	1	LIGHT	741455.0	863348.0	1.0	1.1644	0.0	0.0
59	Q9UKX7	Nuclear pore complex protein Nup50 OS=Homo sapiens OX=9606 GN=NUP50 PE=1 SV=2	NUP50	50512.3	6.71044	0.0	166	1619	51	24	25	9	9	LIGHT	5.91223e+07	4.85214e+06	1.0	0.0492643	0.0	0.489014
60	Q5JPI3|Q5JPI3-2	Uncharacterized protein C3orf38 OS=Homo sapiens OX=9606 GN=C3orf38 PE=1 SV=1|Isoform 2 of Uncharacterized protein C3orf38 OS=Homo sapiens OX=9606 GN=C3orf38	C3ORF38	37916.1|37656.1	6.40215	0.0	88	390	13	7	2	6	5	LIGHT	1.31481e+07	0.0	1.0	0.0	0.0	0.0
61	###REV###A0A087WW83|###REV###A0A087X0K8|###REV###Q6PRD1	Reverse sequence, was Probable G-protein-coupled receptor 179 OS=Homo sapiens OX=9606 GN=GPR179 PE=1 SV=1|Reverse sequence, was Probable G-protein-coupled receptor 179 OS=Homo sapiens OX=9606 GN=GPR179 PE=1 SV=1|Reverse sequence, was Probable G-protein coupled receptor 179 OS=Homo sapiens OX=9606 GN=GPR179 PE=1 SV=2	###GPR179###	260691.0|260604.0|260623.0	5.77203	0.0255971	25	25	1	1	0	1	1	LIGHT	495637.0	2.35229e+06	1.0	4.74598	0.0	0.0
62	P29218|P29218-3	Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1|Isoform 3 of Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1	IMPA1	30568.3|37069.9	6.89819	0.0	84	735	30	15	15	6	6	LIGHT	5.55665e+07	2.37467e+06	1.0	0.0468832	0.0	0.0308169
63	Q8N3Z0	Inactive serine protease 35 OS=Homo sapiens OX=9606 GN=PRSS35 PE=1 SV=2	PRSS35	47524.3	6.59736	0.0183433	27	27	2	1	1	1	1	LIGHT	5.67309e+06	0.0	1.0	0.0	0.0	0.0
64	P41091	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3	EIF2S3	51647.4	7.39237	0.0	113	1245	90	25	25	26	21	LIGHT	5.06758e+08	3.22703e+07	1.0	0.063941	0.0	0.0425772
65	Q9BQA9|Q9BQA9-2	Cytochrome b-245 chaperone 1 OS=Homo sapiens OX=9606 GN=CYBC1 PE=1 SV=1|Isoform 2 of Cytochrome b-245 chaperone 1 OS=Homo sapiens OX=9606 GN=CYBC1	CYBC1	20874.8|19538.1	5.91255	0.00124782	41	241	10	7	1	8	7	LIGHT	6.00064e+06	0.0	1.0	0.0	0.0	0.0
66	Q7L311	Armadillo repeat-containing X-linked protein 2 OS=Homo sapiens OX=9606 GN=ARMCX2 PE=2 SV=1	ARMCX2	65927.8	6.40154	0.0	137	855	29	12	15	1	1	LIGHT	9.93424e+07	3.23127e+06	1.0	0.0325266	0.0	0.0
67	P51790|P51790-4	H(+)/Cl(-) exchange transporter 3 OS=Homo sapiens OX=9606 GN=CLCN3 PE=1 SV=2|Isoform 3 of H(+)/Cl(-) exchange transporter 3 OS=Homo sapiens OX=9606 GN=CLCN3	CLCN3	91933.6|89433.3	5.55695	0.0	95	359	9	6	4	5	5	LIGHT	2.97118e+06	0.0	1.0	0.0	0.0	0.0
68	Q9BV29|Q9BV29-2	Coiled-coil domain-containing protein 32 OS=Homo sapiens OX=9606 GN=CCDC32 PE=1 SV=2|Isoform 2 of Coiled-coil domain-containing protein 32 OS=Homo sapiens OX=9606 GN=CCDC32	CCDC32	20871.1|21903.6	4.90579	0.000638733	44	44	1	1	0	1	1	LIGHT	694837.0	0.0	1.0	0.0	0.0	0.0
69	A0A1B0GWA0	Zinc finger protein 654 OS=Homo sapiens OX=9606 GN=ZNF654 PE=1 SV=1	ZNF654	130247.0	5.44427	0.0	85	320	14	6	7	6	6	LIGHT	2.33781e+06	0.0	1.0	0.0	0.0	0.0
70	O60830	Mitochondrial import inner membrane translocase subunit Tim17-B OS=Homo sapiens OX=9606 GN=TIMM17B PE=1 SV=1	TIMM17B	18432.4	5.8316	0.0	99	216	24	4	7	1	1	LIGHT	2.40949e+06	154507.0	1.0	0.0641243	0.0	0.0
71	O60831	PRA1 family protein 2 OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1	PRAF2	19587.7	6.84807	0.0	77	244	9	2	4	1	1	LIGHT	1.17582e+07	606326.0	1.0	0.0515664	0.0	0.0
72	O60832	H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3	DKC1	58094.0	6.89298	0.0	86	961	32	19	18	9	8	LIGHT	6.81259e+07	4.40045e+06	1.0	0.0527394	0.0	8.23907
73	Q9NVW2	E3 ubiquitin-protein ligase RLIM OS=Homo sapiens OX=9606 GN=RLIM PE=1 SV=3	RLIM	68850.0	5.01491	0.0	70	115	2	2	2	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
74	P17900	Ganglioside GM2 activator OS=Homo sapiens OX=9606 GN=GM2A PE=1 SV=4	GM2A	21280.9	6.36586	0.000140154	54	211	7	5	6	1	1	LIGHT	3.66823e+06	246194.0	1.0	0.0671151	0.0	0.0
75	###REV###H0YET0	Reverse sequence, was Tetratricopeptide repeat protein 23 (Fragment) OS=Homo sapiens OX=9606 GN=TTC23 PE=4 SV=1	###TTC23###	8203.84	5.44657	0.0304892	24	24	1	1	0	1	1	LIGHT	336556.0	0.0	1.0	0.0	0.0	0.0
76	P43007	Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1	SLC1A4	56086.8	5.86622	0.0	141	450	11	8	7	1	1	LIGHT	1.0388e+06	63438.3	1.0	0.0610688	0.0	0.0
77	P43005	Excitatory amino acid transporter 3 OS=Homo sapiens OX=9606 GN=SLC1A1 PE=1 SV=2	SLC1A1	57405.4	4.75715	0.00197287	39	39	1	1	0	1	1	LIGHT	161179.0	0.0	1.0	0.0	0.0	0.0
78	Q9NPI8	Fanconi anemia group F protein OS=Homo sapiens OX=9606 GN=FANCF PE=1 SV=1	FANCF	42456.3	5.24263	0.00124193	40	40	1	1	1	0	0	LIGHT	0.0	0.0	1.0	nan	0.0	0.0
79	Q9NPI7	Lysine-rich coiled-coil protein 1 OS=Homo sapiens OX=9606 GN=KRCC1 PE=2 SV=1	KRCC1	31359.8	5.21867	0.00013887	53	53	1	1	0	1	1	LIGHT	350650.0	0.0	1.0	0.0	0.0	0.0
80	Q9NPI6	mRNA-decapping enzyme 1A OS=Homo sapiens OX=9606 GN=DCP1A PE=1 SV=3	DCP1A	63410.3	5.92601	0.0	98	605	16	11	4	10	9	LIGHT	9.18775e+06	0.0	1.0	0.0	0.0	0.0
